6	NUM	6
DU	ADP	de
3e	ADJ	troisième
de	ADP	de
Niche	NOUN	niche
Ie	DET	ie
PLAN	NOUN	plan
-	PUNCT	-
se	PRON	se
de	ADP	de
François	PROPN	François
5	NUM	5
2e	ADJ	deuxième
Bencolin	PROPN	Bencolin
-	PUNCT	-
a	AUX	avoir
-	PUNCT	-
l'	DET	le
oublié	VERB	oublier
l'	DET	le
2	NUM	2
position	NOUN	position
où	PRON	où
ÉTAGE	NOUN	étage
victime	NOUN	victime
1	NUM	1
le	DET	le
livre	NOUN	livre
été	AUX	être
François	PROPN	François
position	NOUN	position
Alcôve	PROPN	Alcôve
Corps	PROPN	Corps
-	PUNCT	-
3	NUM	3
la	DET	le
-	PUNCT	-
position	NOUN	position
où	PRON	où
de	ADP	de
de	ADP	de
-	PUNCT	-
François	PROPN	François
l'	DET	le
inspecteur	NOUN	inspecteur
inspecteur	NOUN	inspecteur
DEUXIÈME	ADJ	deuxième
4	NUM	4
trouvait	VERB	trouver
inspecteur	NOUN	inspecteur
homme	NOUN	homme
et	CCONJ	et
créature	NOUN	créature
dans	ADP	dans
attendu	VERB	attendre
rencontre	VERB	rencontre
...	PUNCT	...
cette	DET	ce
ou	CCONJ	ou
nuit	NOUN	nuit
passe	VERB	passer
inaperçue	VERB	inaperçue
)	PUNCT	)
une	DET	un
de	ADP	de
prend	VERB	prendre
on	PRON	on
plus	ADV	plus
traits	NOUN	trait
notre	DET	notre
l'	DET	le
,	PUNCT	,
mine	NOUN	mine
les	DET	le
que	SCONJ	que
monstres	NOUN	monstre
d'	ADP	de
un	DET	un
les	DET	le
pays	VERB	pays
maligne	NOUN	maligne
bonne	ADJ	bon
la	DET	le
,	PUNCT	,
de	ADP	de
(	PUNCT	(
de	ADP	de
même	ADV	même
quelle	ADJ	quell
le	DET	le
qui	PRON	qui
France	PROPN	France
est	AUX	être
de	ADP	de
jour	NOUN	jour
beau	NOUN	beau
parmi	ADP	parmi
encore	ADV	encore
d'	ADP	de
immonde	ADJ	immonde
à	ADP	à
avenante	ADJ	avenant
dis	NOUN	di
bête	NOUN	bête
de	ADP	de
en	ADP	en
femme	NOUN	femme
le	DET	le
vous	PRON	vous
soir	NOUN	soir
habitez	VERB	habiter
la	DET	le
sang	NOUN	sang
des	DET	un
,	PUNCT	,
,	PUNCT	,
transforme	VERB	transforme
est	VERB	être
le	DET	le
contrefaite	NOUN	contrefaite
se	PRON	se
.	PUNCT	.
que	SCONJ	que
mais	CCONJ	mais
,	PUNCT	,
qui	PRON	qui
feu	NOUN	feu
commence	VERB	commencer
lorsque	SCONJ	lorsque
griffes	NOUN	griffe
,	PUNCT	,
et	CCONJ	et
le	DET	le
ville	NOUN	ville
souillées	VERB	souiller
venu	VERB	venir
baisser	VERB	baisser
une	DET	un
Paris	PROPN	Paris
C'	PRON	ce
même	ADV	même
de	ADP	de
je	PRON	je
si	SCONJ	si
vous	PRON	vous
aux	ADP	à
,	PUNCT	,
vous	PRON	vous
entendez	VERB	entendre
pourquoi	ADV	pourquoi
xv	NOUN	xv
frapper	VERB	frapper
un	DET	un
voyageur	NOUN	voyageur
de	ADP	de
au	ADP	au
doigts	NOUN	doigt
dans	ADP	dans
Bencolin	PROPN	Bencolin
fenêtre	NOUN	fenêtre
Batignolles	NOUN	batignolle
,	PUNCT	,
là	ADV	là
avait	AUX	avoir
de	ADP	de
,	PUNCT	,
pas	ADV	pas
curieuse	ADJ	curieux
le	DET	le
,	PUNCT	,
ouvrez	VERB	ouvrir
une	DET	un
.	PUNCT	.
aux	ADP	à
n'	ADV	n'
vantaux	NOUN	vantail
milieu	NOUN	milieu
du	ADP	de
vers	ADP	vers
...	PUNCT	...
français	NOUN	français
siècle	NOUN	siècle
la	DET	le
archevêque	ADJ	archevêqu
C'	PRON	ce
,	PUNCT	,
*	ADJ	*
prétendu	ADJ	prétendre
Rouen	PROPN	Rouen
bien	ADV	bien
alambiqué	VERB	alambiquer
était	AUX	être
,	PUNCT	,
par	ADP	par
Mgr	PROPN	Mgr
qui	PRON	qui
doucement	ADV	doucement
rédigée	VERB	rédiger
m'	PRON	me
prose	NOUN	prose
évocateurs	VERB	évocateurs
parvenir	VERB	parvenir
d'	ADP	de
sur	ADP	sur
de	ADP	de
resté	VERB	rester
fait	AUX	faire
milieu	NOUN	milieu
avait	AUX	avoir
,	PUNCT	,
et	CCONJ	et
de	ADP	de
m'	PRON	me
une	DET	un
après-midi	NOUN	après-midi
,	PUNCT	,
était	AUX	être
le	DET	le
mots	NOUN	mot
mon	DET	mon
ouvrage	NOUN	ouvrage
habillais	VERB	habiller
Bencolin	PROPN	Bencolin
livre	NOUN	livre
l'	DET	le
l'	DET	le
devenaient	VERB	devenir
étrangement	ADV	étrangement
ces	DET	ce
tandis	ADV	tandis
un	DET	un
car	CCONJ	car
même	ADV	même
boutons	NOUN	bouton
que	SCONJ	que
et	CCONJ	et
,	PUNCT	,
ouvert	ADJ	ouvert
col	NOUN	col
pour	ADP	pour
désordre	NOUN	désordre
je	PRON	je
.	PUNCT	.
de	ADP	de
brosses	NOUN	brosse
bureau	NOUN	bureau
le	DET	le
Au	ADP	au
joint	VERB	joindre
dîner	NOUN	dîner
de	ADP	de
au	ADP	au
.	PUNCT	.
et	CCONJ	et
soirée	VERB	soirer
Laurent	PROPN	Laurent
note	NOUN	note
est	VERB	être
que	SCONJ	que
été	AUX	être
par	ADP	par
une	DET	un
meilleure	ADJ	meilleur
,	PUNCT	,
grimoire	NOUN	grimoire
avril	NOUN	avril
de	ADP	de
l'	DET	le
au	ADP	au
rien	PRON	rien
possession	NOUN	possession
idée	NOUN	idée
,	PUNCT	,
:	PUNCT	:
en	ADP	en
Ce	DET	ce
huitième	NOUN	huitième
coup	ADV	coup
,	PUNCT	,
saurait	VERB	savoir
C'	PRON	ce
horloge	NOUN	horloge
a	AUX	avoir
douce	NOUN	douce
donner	VERB	donner
trouvé	VERB	trouver
l'	DET	le
,	PUNCT	,
d'	ADP	de
de	ADP	de
est	VERB	être
une	DET	un
qu'	PRON	qu'
à	ADP	à
Paris	PROPN	Paris
ne	ADV	ne
document	NOUN	document
il	PRON	il
débutèrent	ADV	débutèrent
homme	NOUN	homme
l'	DET	le
l'	DET	le
péril	NOUN	péril
étais	AUX	être
intéressait	VERB	intéresser
.	PUNCT	.
avec	ADP	avec
un	DET	un
comprendre	VERB	comprendre
les	DET	le
si	SCONJ	si
cela	PRON	cela
par	ADP	par
qu'	PRON	qu'
livre	NOUN	livre
J'	PRON	je
suivre	VERB	suivre
de	ADP	de
immédiatement	ADV	immédiatement
revenu	VERB	revenir
vont	VERB	aller
un	DET	un
bien	ADV	bien
de	ADP	de
qui	PRON	qui
ce	DET	ce
répondu	VERB	répondre
par	ADP	par
avais	VERB	avoir
Nice	PROPN	Nice
imminent	ADJ	imminent
sans	ADP	sans
,	PUNCT	,
m'	PRON	me
,	PUNCT	,
événements	NOUN	événement
affirmative	NOUN	affirmative
J'	PRON	je
.	PUNCT	.
télégramme	NOUN	télégramme
et	CCONJ	et
rappelé	VERB	rappeler
qui	PRON	qui
me	PRON	me
demandait	VERB	demander
de	ADP	de
ouverture	NOUN	ouverture
mentionnait	VERB	mentionner
ce	PRON	ce
Bencolin	PROPN	Bencolin
un	DET	un
voulait	VERB	vouloir
et	CCONJ	et
devait	VERB	devoir
allait	VERB	aller
homme	NOUN	homme
il	PRON	il
sournois	NOUN	sournois
,	PUNCT	,
j'	PRON	je
pourtant	ADV	pourtant
qu'	SCONJ	que
et	CCONJ	et
9	NUM	9
-là	PROPN	-là
passer	VERB	passer
l'	DET	le
cauchemars	NOUN	cauchemar
vilaines	ADJ	vilain
assassiner	VERB	assassiner
de	ADP	de
traverser	VERB	traverser
lorsque	SCONJ	lorsque
.	PUNCT	.
tout	ADV	tout
Jusque	PROPN	Jusque
choses	NOUN	chose
dans	ADP	dans
de	DET	de
duc	NOUN	duc
sinistre	ADJ	sinistre
avenir	NOUN	avenir
,	PUNCT	,
il	PRON	il
de	ADP	de
ignorais	VERB	ignorer
proche	ADJ	proche
qui	PRON	qui
se	PRON	se
nos	DET	notre
.	PUNCT	.
Saligny	PROPN	Saligny
un	DET	un
Je	PRON	je
savais	VERB	savoir
le	DET	le
dire	VERB	dire
sourire	ADJ	sourir
à	ADP	à
avec	ADP	avec
à	ADP	à
,	PUNCT	,
en	ADP	en
assit	VERB	asseoir
civilité	NOUN	civilité
il	PRON	il
heures	NOUN	heure
tout	ADV	tout
Bencolin	PROPN	Bencolin
.	PUNCT	.
et	CCONJ	et
empreinte	ADJ	empreindre
la	DET	le
dès	ADP	dès
ma	DET	mon
je	PRON	je
,	PUNCT	,
salon	NOUN	salon
posais	VERB	poser
en	ADP	en
embarrassé	VERB	embarrasser
table	NOUN	table
