fréquentation	NOUN	fréquentation
.	PUNCT	.
phrases	NOUN	phrase
machine	NOUN	machine
à	ADP	à
de	ADP	de
1	NUM	1
quelques	DET	quelque
lui-même	PRON	lui-même
Stone	PROPN	Stone
à	ADP	à
sa	DET	son
pleins	ADJ	plein
C'	PRON	ce
de	ADP	de
Norris	NOUN	norri
clavier	NOUN	clavier
,	PUNCT	,
Companyet	PROPN	Companyet
à	ADP	à
le	DET	le
de	ADP	de
Norris	PROPN	Norris
doigts	NOUN	doigt
sur	ADP	sur
agiles	ADJ	agile
à	ADP	à
la	DET	le
Pharmaceutical	NOUN	pharmaceutical
.	PUNCT	.
qui	PRON	qui
J.D.	PROPN	J.D.
Bethany	PROPN	Bethany
collaboration	NOUN	collaboration
Les	DET	le
couraient	NOUN	couraient
de	ADP	de
sa	DET	son
la	DET	le
larmes	NOUN	larme
allaient	VERB	aller
yeux	NOUN	oeil
tapait	VERB	taper
mettre	VERB	mettre
fin	NOUN	fin
écrire	NOUN	écrire
Les	DET	le
les	DET	le
.	PUNCT	.
elle	PRON	lui
Mais	CCONJ	mais
était	AUX	être
comme	ADP	comme
Elle	PRON	lui
ce	DET	ce
tête	NOUN	tête
en	PRON	en
traitée	VERB	traiter
!	PUNCT	!
vraiment	ADV	vraiment
avait	AUX	avoir
consciencieusement	ADV	consciencieusement
mais	CCONJ	mais
était	AUX	être
en	PRON	en
pendant	ADP	pendant
la	DET	le
mieux	ADV	mieux
longues	ADJ	long
allait	VERB	aller
dessus	VERB	dessus
c'	PRON	ce
fini	VERB	finir
,	PUNCT	,
-	NOUN	-
elle	PRON	lui
années	NOUN	année
.	PUNCT	.
trois	NUM	trois
retrouver	VERB	retrouver
un	DET	un
était	AUX	être
avait	AUX	avoir
joué	VERB	jouer
au	ADP	au
par	ADP	par
c'	PRON	ce
!	PUNCT	!
rôle	NOUN	rôle
était	AUX	être
robot	NOUN	robot
chômage	NOUN	chômage
d'	ADP	de
.	PUNCT	.
Bethany	PROPN	Bethany
se	PRON	se
trop	ADV	trop
être	AUX	être
Il	PRON	il
que	SCONJ	que
portait	VERB	porter
temps	NOUN	temps
signature	NOUN	signature
.	PUNCT	.
tenu	VERB	tenir
se	PRON	se
grand	ADJ	grand
sa	DET	son
elle	PRON	lui
,	PUNCT	,
lettre	NOUN	lettre
.	PUNCT	.
hymne	NOUN	hymne
aussi	ADV	aussi
la	DET	le
peu	ADV	peu
sans	ADP	sans
moment	NOUN	moment
attention	NOUN	attention
Elle	PRON	lui
partir	VERB	partir
révolutionnaire	VERB	révolutionnaire
,	PUNCT	,
de	ADP	de
de	ADP	de
relever	VERB	relever
que	SCONJ	que
lui	PRON	lui
d'	ADP	de
presque	ADV	presque
au	ADP	au
Norris	PROPN	Norris
tête	NOUN	tête
Compte	NOUN	compte
entonné	VERB	entonner
et	CCONJ	et
J.D.	PROPN	J.D.
retourner	VERB	retourner
du	ADP	de
au	ADP	au
bas	NOUN	bas
un	DET	un
apposer	VERB	apposer
de	ADP	de
la	DET	le
aurait	AUX	avoir
aujourd'hui	ADV	aujourd'hui
rageusement	ADJ	rageusement
aurait	AUX	avoir
d'	ADP	de
,	PUNCT	,
pu	VERB	pouvoir
vite	ADV	vite
mais	CCONJ	mais
,	PUNCT	,
regretterait	VERB	regretter
bien	ADV	bien
bien	ADV	bien
incapable	ADJ	incapable
premiers	ADJ	premier
dans	ADP	dans
un	DET	un
trouvé	VERB	trouver
se	PRON	se
.	PUNCT	.
mentionnait	VERB	mentionner
la	PRON	le
,	PUNCT	,
nom	NOUN	nom
dès	ADP	dès
il	PRON	il
une	DET	un
sûrement	ADV	sûrement
une	DET	un
,	PUNCT	,
machine	NOUN	machine
devant	ADP	devant
lui	PRON	lui
son	DET	son
il	PRON	il
.	PUNCT	.
serait	AUX	être
Les	DET	le
an	NOUN	an
lui	PRON	lui
jours	NOUN	jour
il	PRON	il
,	PUNCT	,
on	PRON	on
remplaçante	ADJ	remplaçant
Et	CCONJ	et
aurait	AUX	avoir
l'	PRON	l'
si	SCONJ	si
,	PUNCT	,
qu'	SCONJ	que
être	AUX	être
oublierait	VERB	oublier
de	ADP	de
il	PRON	il
bloc	NOUN	bloc
d'	ADP	de
la	DET	le
-vous	PRON	vous
seconde	ADJ	second
,	PUNCT	,
souvenir	VERB	souvenir
de	ADP	de
,	PUNCT	,
manifesta	ADV	manifesta
.	PUNCT	.
Après	ADP	après
de	ADP	de
épaules	NOUN	épaule
interphone	NOUN	interphone
hésitation	NOUN	hésitation
Stone	PROPN	Stone
elle	PRON	lui
elle	PRON	lui
venir	VERB	venir
Mademoiselle	PROPN	Mademoiselle
détermination	NOUN	détermination
et	CCONJ	et
.	PUNCT	.
—	PUNCT	—
L'	DET	le
saisit	VERB	saisir
son	DET	son
,	PUNCT	,
instant	NOUN	instant
machine	NOUN	machine
notes	NOUN	note
se	PRON	se
une	DET	un
?	PUNCT	?
.	PUNCT	.
-	PUNCT	-
pourriez	VERB	pouvoir
d'	ADP	de
,	PUNCT	,
et	CCONJ	et
Pleine	NOUN	pleine
la	DET	le
se	PRON	se
leva	VERB	lever
un	DET	un
elle	PRON	lui
feuille	NOUN	feuille
les	DET	le
enleva	VERB	enlever
train	NOUN	train
et	CCONJ	et
longue	ADJ	long
pas	NOUN	pas
à	ADP	à
d'	ADP	de
raides	NOUN	raide
une	DET	un
feuille	NOUN	feuille
elle	PRON	lui
de	ADP	de
se	PRON	se
entrer	VERB	entrer
papier	NOUN	papier
droit	ADJ	droit
eau	NOUN	eau
bureau	NOUN	bureau
Norris	PROPN	Norris
Joshua	PROPN	Joshua
décidé	VERB	décider
son	DET	son
chez	ADP	chez
une	DET	un
dos	NOUN	dos
de	ADP	de
bien	ADV	bien
était	AUX	être
en	ADP	en
.	PUNCT	.
Au	ADP	au
inspiration	NOUN	inspiration
couvrir	VERB	couvrir
,	PUNCT	,
jeter	VERB	jeter
moment	NOUN	moment
sortit	NOUN	sortit
de	ADP	de
un	DET	un
l'	DET	le
J.D.	PROPN	J.D.
,	PUNCT	,
d'	ADP	de
elle	PRON	lui
comme	ADP	comme
avant	ADP	avant
.	PUNCT	.
le	DET	le
prit	VERB	prendre
de	ADP	de
,	PUNCT	,
à	ADP	à
son	DET	son
loisir	NOUN	loisir
entrée	NOUN	entrée
qu'	SCONJ	que
à	ADP	à
de	ADP	de
à	ADP	à
,	PUNCT	,
daigna	VERB	daigner
aimait	VERB	aimer
—	VERB	—
habitude	NOUN	habitude
sourcils	NOUN	sourcil
Il	PRON	il
était	AUX	être
yeux	NOUN	oeil
en	PRON	en
Il	PRON	il
,	PUNCT	,
les	DET	le
,	PUNCT	,
directorial	ADJ	directorial
serrée	ADJ	serrer
lever	VERB	lever
.	PUNCT	.
était	AUX	être
assis	ADJ	assis
!	PUNCT	!
,	PUNCT	,
l'	DET	le
bureau	NOUN	bureau
ne	ADV	ne
folle	ADJ	fou
comme	ADP	comme
pas	ADV	pas
son	DET	son
son	DET	son
elle	PRON	lui
elle	PRON	lui
homme	NOUN	homme
d'	ADP	de
pour	ADP	pour
qu'	PRON	qu'
elle	PRON	lui
et	CCONJ	et
écriture	NOUN	écriture
contempler	VERB	contempler
les	DET	le
profita	VERB	profiter
Elle	PRON	lui
peu	ADV	peu
l'	DET	le
un	DET	un
yeux	NOUN	oeil
expérience	NOUN	expérience
un	DET	un
de	ADP	de
son	DET	son
travail	NOUN	travail
aussi	ADV	aussi
que	SCONJ	que
capable	ADJ	capable
à	ADP	à
par	ADP	par
être	AUX	être
par	ADP	par
quiconque	PRON	quiconque
de	ADP	de
seul	ADJ	seul
savait	VERB	savoir
de	ADP	de
surpris	VERB	surprendre
,	PUNCT	,
Elle	PRON	lui
absorbé	VERB	absorber
douceur	NOUN	douceur
.	PUNCT	.
pleins	ADJ	plein
ses	DET	son
interrompre	VERB	interrompre
souvent	ADV	souvent
son	DET	son
ses	DET	son
regards	NOUN	regard
.	PUNCT	.
avait	AUX	avoir
qu'	SCONJ	que
pouvaient	VERB	pouvoir
pétrifier	ADJ	pétrifier
...	PUNCT	...
était	AUX	être
l'	DET	le
Elle	PRON	lui
savait	VERB	savoir
de	ADP	de
froncés	ADJ	froncé
audace	NOUN	audace
patron	NOUN	patron
aurait	AUX	avoir
avec	ADP	avec
avec	ADP	avec
était	AUX	être
dans	ADP	dans
qu'	PRON	qu'
bureau	NOUN	bureau
fixer	NOUN	fixer
c'	PRON	ce
parents	NOUN	parent
fille	NOUN	fille
Angie	PROPN	Angie
,	PUNCT	,
ce	PRON	ce
Norris	NOUN	norri
de	ADP	de
vivait	VERB	vivre
son	DET	son
savait	VERB	savoir
New	PROPN	New
un	DET	un
sur	ADP	sur
que	PRON	que
-	NOUN	-
la	DET	le
posée	VERB	poser
photo	NOUN	photo
York	PROPN	York
,	PUNCT	,
à	ADP	à
argenté	ADJ	argenté
qu'	SCONJ	que
grands	NOUN	grand
sa	DET	son
et	CCONJ	et
.	PUNCT	.
,	PUNCT	,
ses	DET	son
,	PUNCT	,
elle	PRON	lui
Bethany	PROPN	Bethany
elle	PRON	lui
Tout	ADJ	tout
elle	PRON	lui
s'	PRON	se
appelait	VERB	appeler
cadre	NOUN	cadre
mélancolie	NOUN	mélancolie
,	PUNCT	,
.	PUNCT	.
d'	ADP	de
cours	NOUN	cours
parlait	VERB	parler
une	DET	un
homme	NOUN	homme
.	PUNCT	.
que	SCONJ	que
en	ADP	en
créé	VERB	créer
années	NOUN	année
jeune	ADJ	jeune
protégeait	NOUN	protégeait
du	ADP	de
de	ADP	de
il	PRON	il
et	CCONJ	et
elle	PRON	lui
compris	ADJ	compris
privée	VERB	priver
aussi	ADV	aussi
,	PUNCT	,
vite	ADV	vite
sa	DET	son
trois	NUM	trois
rarement	ADV	rarement
avait	AUX	avoir
,	PUNCT	,
découvert	VERB	découvrir
au	ADP	au
avait	AUX	avoir
ne	ADV	ne
véritable	ADJ	véritable
ces	DET	ce
la	DET	le
monde	NOUN	monde
parlait	VERB	parler
femme	NOUN	femme
de	ADP	de
cet	DET	ce
Mais	CCONJ	mais
vie	NOUN	vie
carapace	NOUN	carapace
jamais	ADV	jamais
s'	PRON	se
qui	PRON	qui
le	PRON	le
qui	PRON	qui
très	ADV	très
était	AUX	être
qu'	SCONJ	que
,	PUNCT	,
en	ADP	en
était	AUX	être
la	DET	le
distante	NOUN	distante
Il	PRON	il
une	DET	un
n'	ADV	n'
de	ADP	de
,	PUNCT	,
et	CCONJ	et
cet	DET	ce
homme	NOUN	homme
.	PUNCT	.
indéchiffrable	ADJ	indéchiffrable
émotions	NOUN	émotion
mûr	PRON	mûr
sous	ADP	sous
,	PUNCT	,
solide	NOUN	solide
une	DET	un
cachait	VERB	cacher
Aujourd'hui	ADV	aujourd'hui
réservé	VERB	réserver
incapable	ADJ	incapable
il	PRON	il
d'	ADP	de
,	PUNCT	,
et	CCONJ	et
,	PUNCT	,
générosité	ADJ	générosité
complexité	NOUN	complexité
temps	NOUN	temps
,	PUNCT	,
.	PUNCT	.
de	ADP	de
qu'	SCONJ	que
même	ADJ	même
apparence	NOUN	apparence
était	AUX	être
encore	ADV	encore
du	ADP	de
cœur	PROPN	cœur
s'	PRON	se
caractère	NOUN	caractère
de	ADP	de
vraie	NOUN	vraie
pas	ADV	pas
étonnait	VERB	étonner
parfaitement	ADV	parfaitement
Bethany	PROPN	Bethany
son	DET	son
Parfois	ADV	parfois
se	PRON	se
pourtant	ADV	pourtant
les	DET	le
.	PUNCT	.
...	PUNCT	...
,	PUNCT	,
Mademoiselle	PROPN	Mademoiselle
de	ADP	de
,	PUNCT	,
et	CCONJ	et
de	ADP	de
,	PUNCT	,
l'	DET	le
,	PUNCT	,
connaître	VERB	connaître
Joshua	PROPN	Joshua
la	DET	le
elle	PRON	lui
le	PRON	le
lui	PRON	lui
—	PUNCT	—
elle	PRON	lui
bien	ADV	bien
avait	VERB	avoir
main	NOUN	main
à	ADP	à
portant	VERB	porter
savait	VERB	savoir
renversa	VERB	renverser
.	PUNCT	.
impression	NOUN	impression
ferma	VERB	fermer
presque	ADV	presque
très	ADV	très
front	NOUN	front
Et	CCONJ	et
yeux	NOUN	oeil
...	PUNCT	...
dans	ADP	dans
rien	PRON	rien
son	DET	son
son	DET	son
fauteuil	NOUN	fauteuil
ne	ADV	ne
,	PUNCT	,
stylo	NOUN	stylo
Stone	PROPN	Stone
reposa	VERB	reposer
l'	DET	le
-nous	PRON	nous
eau	NOUN	eau
Déconcertée	VERB	déconcerter
en	ADP	en
sûr	ADJ	sûr
avons	VERB	avoir
d'	ADP	de
la	DET	le
—	PUNCT	—
Il	PRON	il
lui	PRON	lui
s'	PRON	se
,	PUNCT	,
ici	ADV	ici
.	PUNCT	.
bien	ADV	bien
lui	PRON	lui
Merci	NOUN	merci
par	ADP	par
,	PUNCT	,
empressa	VERB	empresser
A	ADP	à
l'	DET	le
oui	NOUN	oui
aspirine	NOUN	aspirine
.	PUNCT	.
Elle	PRON	lui
—	PUNCT	—
demande	NOUN	demande
et	CCONJ	et
.	PUNCT	.
?	PUNCT	?
sourit	VERB	sourire
,	PUNCT	,
Mais	CCONJ	mais
observa	NOUN	observa
.	PUNCT	.
retour	NOUN	retour
de	ADP	de
deux	NUM	deux
elle	PRON	lui
un	DET	un
comprimés	NOUN	comprimé
.	PUNCT	.
cette	DET	ce
de	ADP	de
verre	NOUN	verre
réflexion	NOUN	réflexion
présenter	VERB	présenter
.	PUNCT	.
était	AUX	être
.	PUNCT	.
,	PUNCT	,
l'	DET	le
pas	ADV	pas
Joshua	PROPN	Joshua
migraine	NOUN	migraine
,	PUNCT	,
—	PUNCT	—
vos	DET	votre
rendez-vous	NOUN	rendez-vous
n'	ADV	n'
est	AUX	être
pâle	ADJ	pâle
,	PUNCT	,
sentez	VERB	sentir
,	PUNCT	,
vous	PRON	vous
monsieur	NOUN	Monsieur
vous	PRON	vous
est	AUX	être
non	ADV	non
un	DET	un
ne	ADV	ne
peu	ADV	peu
le	PRON	le
souhaitez	VERB	souhaiter
si	SCONJ	si
?	PUNCT	?
—	PUNCT	—
Mais	CCONJ	mais
.	PUNCT	.
de	ADP	de
—	PUNCT	—
Vous	PRON	vous
—	PUNCT	—
bien	ADV	bien
après-midi	NOUN	après-midi
rien	PRON	rien
Je	PRON	je
Ce	PRON	ce
une	DET	un
peux	VERB	pouvoir
annuler	VERB	annuler
Norris	PROPN	Norris
peut-être	ADV	peut-être
bonne	ADJ	bon
c'	PRON	ce
seulement	ADV	seulement
;	PUNCT	;
.	PUNCT	.
hésita	VERB	hésiter
Bien	ADV	bien
était	AUX	être
?	PUNCT	?
inutile	ADJ	inutile
Elle	PRON	lui
peu	ADV	peu
notes	NOUN	note
que	SCONJ	que
le	DET	le
démission	NOUN	démission
...	PUNCT	...
taper	VERB	taper
choisi	VERB	choisir
soir	NOUN	soir
dans	ADP	dans
la	DET	le
sûr	ADJ	sûr
ce	DET	ce
était	AUX	être
un	DET	un
-vous	PRON	vous
pour	ADP	pour
me	PRON	me
lui	PRON	lui
donner	VERB	donner
pour	ADP	pour
La	DET	le
un	DET	un
semblait	VERB	sembler
ces	DET	ce
moment	NOUN	moment
lettre	NOUN	lettre
,	PUNCT	,
il	PRON	il
—	PUNCT	—
mal	ADV	mal
toujours	ADV	toujours
peu	ADV	peu
de	ADP	de
main	NOUN	main
,	PUNCT	,
décida	VERB	décider
...	PUNCT	...
Pourrez	VERB	pouvoir
...	PUNCT	...
souffrant	ADJ	souffrant
sa	DET	son
passa	VERB	passer
Vous	PRON	vous
tard	ADV	tard
Quand	SCONJ	quand
avec	ADP	avec
Non	ADV	non
—	PUNCT	—
plus	ADV	plus
l'	DET	le
,	PUNCT	,
meilleure	ADJ	meilleur
amie	NOUN	amie
ses	DET	son
de	ADP	de
à	ADP	à
elle	PRON	lui
—	PUNCT	—
encore	ADV	encore
son	DET	son
elle	PRON	lui
?	PUNCT	?
genoux	NOUN	genou
par	ADP	par
quelque	DET	quelque
Stone	PROPN	Stone
chose	NOUN	chose
appartement	NOUN	appartement
,	PUNCT	,
partageait	VERB	partager
du	ADP	de
,	PUNCT	,
tête	NOUN	tête
ajouter	VERB	ajouter
,	PUNCT	,
bureau	NOUN	bureau
mademoiselle	NOUN	mademoiselle
la	DET	le
.	PUNCT	.
qui	PRON	qui
tremblaient	VERB	trembler
Sally	PROPN	Sally
,	PUNCT	,
Dix	NUM	Dix
,	PUNCT	,
sa	DET	son
sortit	NOUN	sortit
avez	VERB	avoir
minutes	NOUN	minute
embrasure	NOUN	embrasure
.	PUNCT	.
sur	ADP	sur
porte	NOUN	porte
Sally	PROPN	Sally
semblant	ADJ	semblant
devant	ADP	devant
Bethany	PROPN	Bethany
la	DET	le
de	ADP	de
bien	ADV	bien
a	AUX	avoir
s'	PRON	se
était	AUX	être
mais	CCONJ	mais
à	ADP	à
,	PUNCT	,
bureau	NOUN	bureau
?	PUNCT	?
pouvait	VERB	pouvoir
les	DET	le
d'	ADP	de
dit	VERB	dire
on	PRON	on
,	PUNCT	,
—	PUNCT	—
-il	PRON	il
Alors	ADV	alors
bras	NOUN	bras
croisés	VERB	croiser
,	PUNCT	,
très	ADV	très
aussi	ADV	aussi
poitrine	NOUN	poitrine
qu'	PRON	qu'
campée	VERB	camper
occupée	ADJ	occupé
-t	PART	-t
sa	DET	son
fit	VERB	faire
son	DET	son
ne	ADV	ne
facilement	ADV	facilement
,	PUNCT	,
se	PRON	se
.	PUNCT	.
Elle	PRON	lui
être	AUX	être
.	PUNCT	.
débarrasser	VERB	débarrasser
décidée	VERB	décider
pas	ADV	pas
la	DET	le
une	DET	un
il	PRON	il
tout	PRON	tout
restait	VERB	rester
dit	VERB	dire
obtenir	VERB	obtenir
et	CCONJ	et
en	ADP	en
—	PUNCT	—
?	PUNCT	?
Il	PRON	il
lui	PRON	lui
soigneusement	ADV	soigneusement
Alors	ADV	alors
à	ADP	à
rien	PRON	rien
ta	DET	ton
qu'	SCONJ	que
.	PUNCT	.
a	VERB	avoir
as	PRON	as
,	PUNCT	,
.	PUNCT	.
n'	ADV	n'
—	PUNCT	—
à	ADP	à
avouer	VERB	avouer
Bethany	PROPN	Bethany
Rien	PROPN	Rien
n'	ADV	n'
vérité	NOUN	vérité
?	PUNCT	?
ne	ADV	ne
?	PUNCT	?
Il	PRON	il
stricte	ADJ	strict
du	ADP	de
plus	ADV	plus
donné	VERB	donner
a	VERB	avoir
Tu	SCONJ	tu
de	ADP	de
rien	PRON	rien
dit	VERB	dire
—	PUNCT	—
réponse	NOUN	réponse
démission	NOUN	démission
évitant	VERB	éviter
lettre	NOUN	lettre
—	PUNCT	—
regard	NOUN	regard
poussa	VERB	pousser
n'	ADV	n'
Tu	ADJ	taire
,	PUNCT	,
le	DET	le
Sally	NOUN	sally
ai	AUX	avoir
Si	SCONJ	si
—	PUNCT	—
Bethany	PROPN	Bethany
je	PRON	je
ma	DET	mon
.	PUNCT	.
promis	VERB	promettre
savoir	VERB	savoir
ai	AUX	avoir
cette	DET	ce
a	VERB	avoir
tout	ADV	tout
ne	ADV	ne
j'	PRON	je
son	DET	son
veux	ADJ	veux
amie	NOUN	amie
fois	NOUN	fois
!	PUNCT	!
,	PUNCT	,
dit	VERB	dire
un	DET	un
...	PUNCT	...
—	PUNCT	—
!	PUNCT	!
parce	SCONJ	parce
tu	ADP	tu
Mais	CCONJ	mais
il	PRON	il
avais	NOUN	avai
lui	PRON	lui
long	ADJ	long
que	SCONJ	que
donné	VERB	donner
soupir	ADJ	soupir
.	PUNCT	.
rien	PRON	rien
de	ADP	de
!	PUNCT	!
écrit	VERB	écrire
rien	PRON	rien
moment	NOUN	moment
.	PUNCT	.
jure	NOUN	jure
j'	PRON	je
,	PUNCT	,
—	PUNCT	—
lettre	NOUN	lettre
le	DET	le
sais	NOUN	sai
était	AUX	être
une	DET	un
migraine	NOUN	migraine
de	ADP	de
il	PRON	il
,	PUNCT	,
ce	PRON	ce
!	PUNCT	!
donner	VERB	donner
était	AUX	être
étais	VERB	être
début	NOUN	début
la	DET	le
tu	PRON	tu
Au	ADP	au
bon	ADJ	bon
moins	ADV	moins
pas	ADV	pas
le	DET	le
n'	ADV	n'
sur	ADP	sur
!	PUNCT	!
et	CCONJ	et
c'	PRON	ce
horrible	ADJ	horrible
le	DET	le
un	DET	un
,	PUNCT	,
Et	CCONJ	et
et	CCONJ	et
lui	PRON	lui
Mais	CCONJ	mais
point	NOUN	point
je	PRON	je
il	PRON	il
a	VERB	avoir
vraiment	ADV	vraiment
—	PUNCT	—
te	VERB	te
qu'	SCONJ	que
,	PUNCT	,
te	NOUN	te
bien	ADV	bien
Tu	SCONJ	tu
c'	PRON	ce
suite	NOUN	suite
—	PUNCT	—
faut	VERB	falloir
!	PUNCT	!
pour	ADP	pour
ce	DET	ce
,	PUNCT	,
tout	ADV	tout
compte-là	NOUN	compte-là
sait	VERB	savoir
,	PUNCT	,
ou	CCONJ	ou
...	PUNCT	...
ne	ADV	ne
tu	VERB	taire
est	AUX	être
situation	NOUN	situation
,	PUNCT	,
là	ADV	là
son	DET	son
de	ADP	de
moment	NOUN	moment
vas	NOUN	va
encore	ADV	encore
bien	ADV	bien
!	PUNCT	!
dois	VERB	devoir
coincée	VERB	coincer
dans	ADP	dans
de	ADP	de
A	ADP	à
genre	NOUN	genre
retrouver	VERB	retrouver
Mais	CCONJ	mais
,	PUNCT	,
ce	PRON	ce
la	PRON	le
ce	DET	ce
jamaisle	VERB	jamaisle
donner	VERB	donner
aujourd'hui	ADV	aujourd'hui
ridicule	ADJ	ridicule
choisir	VERB	choisir
moment	NOUN	moment
Dieu	PROPN	Dieu
sera	AUX	être
Sally	PROPN	Sally
de	ADP	de
J'	PRON	je
matin	NOUN	matin
bien	ADV	bien
dès	ADP	dès
combien	ADV	combien
—	PUNCT	—
a	AUX	avoir
...	PUNCT	...
réponse	NOUN	réponse
.	PUNCT	.
Sally	NOUN	sally
air	NOUN	air
Je	PRON	je
souvent	ADV	souvent
ferai	NOUN	ferai
yeux	NOUN	oeil
—	PUNCT	—
.	PUNCT	.
le	DET	le
leva	VERB	lever
Norris	PROPN	Norris
!	PUNCT	!
je	PRON	je
—	PUNCT	—
Mais	CCONJ	mais
,	PUNCT	,
!	PUNCT	!
d'	ADP	de
ai	AUX	avoir
M.	NOUN	m.
sais	VERB	savoir
Et	CCONJ	et
honneur	NOUN	honneur
Mais	CCONJ	mais
,	PUNCT	,
lundi	NOUN	lundi
trop	ADV	trop
les	DET	le
déjà	ADV	déjà
!	PUNCT	!
ciel	NOUN	ciel
entendu	VERB	entendre
cette	DET	ce
Parole	NOUN	parole
temps	NOUN	temps
.	PUNCT	.
l'	DET	le
au	ADP	au
de	ADP	de
malade	ADJ	malade
Ce	PRON	ce
grippe	NOUN	grippe
Joshua	PROPN	Joshua
avait	VERB	avoir
très	ADV	très
.	PUNCT	.
ailleurs	ADV	ailleurs
la	DET	le
la	DET	le
faute	NOUN	faute
pour	ADP	pour
il	PRON	il
mal	ADV	mal
si	SCONJ	si
il	PRON	il
Bethany	PROPN	Bethany
était	AUX	être
asiatique	ADJ	asiatique
S'	SCONJ	s'
lui	PRON	lui
D'	ADP	de
il	PRON	il
...	PUNCT	...
a	AUX	avoir
tombée	VERB	tomber
amoureuse	ADJ	amoureux
elle	PRON	lui
—	PUNCT	—
n'	ADV	n'
.	PUNCT	.
à	ADP	à
de	ADP	de
Tant	ADV	tant
tête	NOUN	tête
lui	PRON	lui
la	DET	le
,	PUNCT	,
!	PUNCT	!
était	AUX	être
pis	NOUN	pis
,	PUNCT	,
pas	ADV	pas
de	ADP	de
?	PUNCT	?
,	PUNCT	,
indignée	ADJ	indigné
,	PUNCT	,
soupira	VERB	soupirer
Il	PRON	il
bien	ADV	bien
choisi	VERB	choisir
sa	DET	son
qui	PRON	qui
bien	ADV	bien
était	AUX	être
avait	AUX	avoir
pas	ADV	pas
...	PUNCT	...
sa	DET	son
solitude	NOUN	solitude
s'	PRON	se
elle	PRON	lui
en	PRON	en
la	DET	le
était	AUX	être
d'	ADP	de
même	ADV	même
faute	NOUN	faute
c'	PRON	ce
était	AUX	être
intéressait	VERB	intéresser
de	ADP	de
,	PUNCT	,
s'	PRON	se
pas	ADV	pas
.	PUNCT	.
regardait	VERB	regarder
elle	PRON	lui
de	ADP	de
s'	PRON	se
douter	VERB	douter
et	CCONJ	et
si	SCONJ	si
Non	ADV	non
ne	ADV	ne
de	ADP	de
ne	ADV	ne
amourachée	VERB	amouracher
se	PRON	se
elle	PRON	lui
homme	NOUN	homme
murer	VERB	murer
dans	ADP	dans
à	ADP	à
loin	ADV	loin
qui	PRON	qui
à	ADP	à
un	DET	un
ou	CCONJ	ou
,	PUNCT	,
,	PUNCT	,
il	PRON	il
femmes	NOUN	femme
savait	VERB	savoir
et	CCONJ	et
depuis	ADP	depuis
en	ADP	en
intéressait	VERB	intéresser
grand	ADJ	grand
cas	NOUN	cas
ex-femme	NOUN	ex-femme
?	PUNCT	?
ne	ADV	ne
Des	DET	un
Elle	PRON	lui
,	PUNCT	,
en	ADP	en
avait	AUX	avoir
...	PUNCT	...
était	AUX	être
