encore	ADV	encore
Elle	PRON	lui
avait	AUX	avoir
-	PUNCT	-
dans	ADP	dans
vieux	ADJ	vieux
I	ADJ	i
qui	PRON	qui
Son	DET	son
gros	ADJ	gros
d'	ADP	de
autre	PRON	autre
de	ADP	de
?	PUNCT	?
,	PUNCT	,
temps	NOUN	temps
un	DET	un
Un	DET	un
quelqu'	DET	quelque
over	X	over
,	PUNCT	,
rennes	NOUN	renne
.	PUNCT	.
un	DET	un
montants	ADJ	montant
jean	NOUN	jean
un	PRON	un
d'	ADP	de
,	PUNCT	,
un	DET	un
appartenu	VERB	appartenir
grand	ADJ	grand
de	ADP	de
,	PUNCT	,
vague	NOUN	vague
souliers	NOUN	soulier
plus	ADV	plus
pull	NOUN	pull
le	DET	le
.	PUNCT	.
à	ADP	à
motif	ADJ	motif
de	ADP	de
quelqu'	DET	quelque
un	PRON	un
avec	ADP	avec
portait	VERB	porter
ski	SCONJ	ski
fils	NOUN	fils
chandail	NOUN	chandail
était	AUX	être
avait	AUX	avoir
Ses	DET	son
serrées	VERB	serrer
n'	ADV	n'
Les	DET	le
Elle	PRON	lui
.	PUNCT	.
yeux	NOUN	oeil
paraissait	VERB	paraître
blancs	ADV	blancs
.	PUNCT	.
un	DET	un
un	DET	un
rien	PRON	rien
pas	ADV	pas
.	PUNCT	.
celles	VERB	celler
,	PUNCT	,
autour	ADV	autour
elle	PRON	lui
râteau	NOUN	râteau
ses	DET	son
ans	NOUN	an
en	ADP	en
mais	CCONJ	mais
son	DET	son
teint	NOUN	teint
maquillée	VERB	maquiller
manche	ADJ	manch
cheveux	ADJ	cheveux
,	PUNCT	,
ne	ADV	ne
Elle	PRON	lui
rugueux	ADJ	rugueux
fragile	ADJ	fragile
rubicond	VERB	rubicond
mains	NOUN	main
était	AUX	être
étaient	AUX	être
coupés	ADJ	coupé
d'	ADP	de
un	DET	un
courts	NOUN	court
étaient	AUX	être
du	ADP	de
soixante	VERB	soixer
homme	NOUN	homme
d'	ADP	de
d'	ADP	de
.	PUNCT	.
vif	ADJ	vif
pas	ADV	pas
bouche	NOUN	bouche
avait	VERB	avoir
pour	ADP	pour
bleu	NOUN	bleu
était	AUX	être
dit	VERB	dire
pu	VERB	pouvoir
...	PUNCT	...
il	PRON	il
chose	NOUN	chose
en	ADP	en
robuste	ADJ	robuste
.	PUNCT	.
Sauf	ADP	sauf
offensée	VERB	offenser
vie	NOUN	vie
.	PUNCT	.
.	PUNCT	.
l'	PRON	l'
?	PUNCT	?
L'	DET	le
décrire	NOUN	décrire
adjectif	NOUN	adjectif
,	PUNCT	,
probablement	ADV	probablement
La	DET	le
boudait	VERB	bouder
excusé	VERB	excuser
Wendell	PROPN	Wendell
aurait	AUX	avoir
y	PRON	y
.	PUNCT	.
la	DET	le
-Mrs	PUNCT	-mrs
la	DET	le
longtemps	ADV	longtemps
avait	AUX	avoir
.	PUNCT	.
Quelque	DET	quelque
ne	ADV	ne
Pas	ADV	pas
récemment	ADV	récemment
Elle	PRON	lui
.	PUNCT	.
s'	PRON	se
-il	PRON	il
et	CCONJ	et
dessous	NOUN	dessous
une	DET	un
Son	DET	son
de	ADP	de
dans	ADP	dans
était	AUX	être
présentant	VERB	présenter
.	PUNCT	.
Décès	NOUN	décès
,	PUNCT	,
Brandstetter	PROPN	Brandstetter
,	PUNCT	,
laquelle	PRON	lequel
Il	PRON	il
la	DET	le
coin	NOUN	coin
C'	PRON	ce
:	PUNCT	:
,	PUNCT	,
la	DET	le
.	PUNCT	.
il	PRON	il
sur	ADP	sur
.	PUNCT	.
lut	NOUN	lut
Elle	PRON	lui
au	ADP	au
-	NOUN	-
avec	ADP	avec
d'	ADP	de
propre	ADJ	propre
Enquêtes	NOUN	enquête
prit	NOUN	prit
figurait	VERB	figurer
assurances	NOUN	assurance
la	DET	le
,	PUNCT	,
celle	PRON	celui
un	DET	un
travaillait	VERB	travailler
nom	NOUN	nom
pour	ADP	pour
-	PROPN	-
,	PUNCT	,
David	PROPN	David
compagnie	NOUN	compagnie
carte	NOUN	carte
Vie	PROPN	Vie
.	PUNCT	.
Medallion	NOUN	medallion
des	ADP	de
essaya	VERB	essayer
Pinyon	PROPN	Pinyon
.	PUNCT	.
une	DET	un
gorge	NOUN	gorge
n'	ADV	n'
de	ADP	de
sous	ADP	sous
haut	ADJ	haut
tortueux	ADJ	tortueux
pour	ADP	pour
Il	PRON	il
pieds	NOUN	pied
dire	VERB	dire
abrupte	VERB	abrupte
la	DET	le
faire	VERB	faire
de	ADP	de
La	DET	le
avait	VERB	avoir
avait	AUX	avoir
glissantes	ADJ	glissant
de	ADP	de
Il	PRON	il
le	PRON	le
sapins	NOUN	sapin
-	PUNCT	-
plantée	VERB	planter
était	AUX	être
Trail	PROPN	Trail
brunies	NOUN	brunie
tout	DET	tout
gravir	NOUN	gravir
chaude	VERB	chaude
.	PUNCT	.
aiguilles	NOUN	aiguille
sèche	ADJ	sec
pente	NOUN	pente
dû	VERB	devoir
par	ADP	par
.	PUNCT	.
longue	ADJ	long
un	DET	un
escalier	NOUN	escalier
matinée	NOUN	matinée
pas	ADV	pas
marche	NOUN	marche
les	DET	le
une	DET	un
soleil	NOUN	soleil
jusqu'	ADP	jusque
.	PUNCT	.
de	ADP	de
A	ADP	à
au	ADP	au
-	PUNCT	-
garage	NOUN	garage
ombre	NOUN	ombre
où	PRON	où
d'	ADP	de
écurie	NOUN	écurie
par	ADP	par
sapins	NOUN	sapin
de	ADP	de
,	PUNCT	,
répondu	VERB	répondre
jusqu'	ADP	jusque
une	DET	un
sonnette	NOUN	sonnette
avait	AUX	avoir
derrière	NOUN	derrière
l'	DET	le
la	DET	le
n'	ADV	n'
maison	NOUN	maison
flaque	NOUN	flaque
de	ADP	de
dans	ADP	dans
et	CCONJ	et
C'	PRON	ce
de	ADP	de
bois	NOUN	bois
.	PUNCT	.
puis	CCONJ	puis
personne	NOUN	personne
entrecoupée	VERB	entrecouper
coup	NOUN	coup
côté	NOUN	côté
,	PUNCT	,
était	AUX	être
,	PUNCT	,
cet	DET	ce
un	DET	un
semblant	NOUN	semblant
,	PUNCT	,
à	ADP	à
ancien	ADJ	ancien
des	ADP	de
à	ADP	à
le	DET	le
un	DET	un
du	ADP	de
barrière	NOUN	barrière
soutenu	VERB	soutenir
derrière	ADP	derrière
,	PUNCT	,
porte	NOUN	porte
A	ADP	à
grignotait	VERB	grignoter
atteindre	VERB	atteindre
un	DET	un
.	PUNCT	.
intérieur	NOUN	intérieur
très	ADV	très
des	DET	un
alfa	ADV	alfa
de	ADP	de
et	CCONJ	et
de	ADP	de
d'	ADP	de
Une	DET	un
.	PUNCT	.
rouan	VERB	rouan
pile	NOUN	pile
plus	ADV	plus
posé	VERB	poser
sur	ADP	sur
goujons	NOUN	goujon
en	ADP	en
garage	NOUN	garage
initial	ADJ	initial
jeune	ADJ	jeune
plancher	NOUN	plancher
bois	NOUN	bois
une	DET	un
ciment	NOUN	ciment
une	DET	un
par	ADP	par
rampe	NOUN	rampe
,	PUNCT	,
brut	ADJ	brut
précédait	VERB	précéder
inclinée	NOUN	inclinée
pour	ADP	pour
paddock	NOUN	paddock
hongre	NOUN	hongre
la	DET	le
l'	DET	le
planches	NOUN	planche
le	DET	le
Heather	PROPN	Heather
qui	PRON	qui
stalles	NOUN	stalle
la	DET	le
d'	DET	d'
,	PUNCT	,
planches	NOUN	planche
son	DET	son
de	ADP	de
forte	ADJ	fort
femme	NOUN	femme
chevaux	NOUN	cheval
.	PUNCT	.
fumier	NOUN	fumier
dans	ADP	dans
Dans	ADP	dans
grattaient	ADV	grattaient
poche	NOUN	poche
,	PUNCT	,
.	PUNCT	.
reniflaient	VERB	renifler
reprit	VERB	reprendre
ratissait	VERB	ratisser
paille	NOUN	paille
du	ADP	de
,	PUNCT	,
tourna	VERB	tourner
une	DET	un
loin	ADV	loin
sonnaient	VERB	sonner
et	CCONJ	et
et	CCONJ	et
fourra	VERB	fourrer
,	PUNCT	,
la	DET	le
dos	NOUN	dos
autres	ADJ	autre
carte	NOUN	carte
et	CCONJ	et
creux	ADJ	creux
des	DET	un
sabot	NOUN	sabot
.	PUNCT	.
La	DET	le
plus	ADV	plus
Wendell	PROPN	Wendell
des	ADP	de
travail	NOUN	travail
du	ADP	de
,	PUNCT	,
Des	DET	un
.	PUNCT	.
chevaux	NOUN	cheval
?	PUNCT	?
.	PUNCT	.
-	PUNCT	-
Mécontente	PROPN	Mécontente
nous	PRON	nous
des	DET	un
que	SCONJ	que
vous	PRON	vous
C'	PRON	ce
-	PUNCT	-
-elle	X	-elle
-	PUNCT	-
chagrin	NOUN	chagrin
voix	NOUN	voix
fils	NOUN	fils
s'	PRON	se
du	ADP	de
était	AUX	être
chez	ADP	chez
,	PUNCT	,
,	PUNCT	,
dit	VERB	dire
,	PUNCT	,
Richard	PROPN	Richard
Votre	DET	votre
fichent	NOUN	fichent
«	NOUN	«
assuré	VERB	assurer
,	PUNCT	,
voulez	VERB	vouloir
.	PUNCT	.
enquêtes	NOUN	enquête
était	AUX	être
Les	DET	le
»	PUNCT	»
une	DET	un
Qu'	PRON	qu'
»	PUNCT	»
homme	NOUN	homme
est	AUX	être
-ce	PRON	-ce
en	ADP	en
crimes	NOUN	crime
.	PUNCT	.
.	PUNCT	.
d'	ADP	de
est	AUX	être
que	SCONJ	que
égoïsme	NOUN	égoïsme
,	PUNCT	,
d'	DET	d'
de	ADP	de
Parce	SCONJ	parce
par	ADP	par
il	PRON	il
-elle	PRON	lui
n'	ADV	n'
avait	VERB	avoir
n'	ADV	n'
mourir	VERB	mourir
,	PUNCT	,
.	PUNCT	.
hochement	NOUN	hochement
jamais	ADV	jamais
idée	NOUN	idée
maussade	NOUN	maussade
bref	NOUN	bref
y	PRON	y
qu'	SCONJ	que
ai	AUX	avoir
un	DET	un
insisté	VERB	insister
ne	ADV	ne
lui	PRON	lui
L'	DET	le
satisfait	ADJ	satisfait
.	PUNCT	.
venue	VERB	venir
dit	VERB	dire
pas	ADV	pas
.	PUNCT	.
avec	ADP	avec
jamais	ADV	jamais
tête	NOUN	tête
imagination	NOUN	imagination
aurait	AUX	avoir
Simplement	ADV	simplement
Il	PRON	il
.	PUNCT	.
,	PUNCT	,
il	PRON	il
mais	CCONJ	mais
j'	PRON	je
Pas	ADV	pas
pourrait	VERB	pouvoir
pensé	VERB	penser
»	PUNCT	»
Je	PRON	je
à	ADP	à
merci	NOUN	merci
écarta	ADJ	écarta
arrivé	VERB	arriver
.	PUNCT	.
Pas	ADV	pas
pile	NOUN	pile
.	PUNCT	.
Son	DET	son
coude	NOUN	coude
.	PUNCT	.
lui	PRON	lui
misère	NOUN	misère
.	PUNCT	.
déjà	ADV	déjà
allais	VERB	aller
Excusez	PROPN	Excusez
bien	ADV	bien
est	AUX	être
Je	PRON	je
la	DET	le
dans	ADP	dans
m'	PRON	me
la	DET	le
-moi	PRON	moi
.	PUNCT	.
«	NOUN	«
Avec	ADP	avec
mon	DET	mon
ratissa	VERB	ratisser
aujourd'hui	ADV	aujourd'hui
épais	ADJ	épais
mon	DET	mon
Ça	PRON	cela
Elle	PRON	lui
,	PUNCT	,
Dave	PROPN	Dave
n'	ADV	n'
âge	NOUN	âge
père	NOUN	père
recommencer	VERB	recommencer
.	PUNCT	.
»	PUNCT	»
.	PUNCT	.
serais	VERB	être
.	PUNCT	.
devant	ADP	devant
pas	ADV	pas
et	CCONJ	et
s'	PRON	se
excusa	VERB	excuser
apportez	VERB	apporter
mien	NOUN	mien
Vous	PRON	vous
,	PUNCT	,
s'	PRON	se
ratisser	VERB	ratisser
clignant	VERB	cligner
sourire	NOUN	sourire
.	PUNCT	.
ça	PRON	cela
dehors	ADP	dehors
regarda	VERB	regarder
des	ADP	de
«	NOUN	«
-Un	PRON	-un
.	PUNCT	.
le	DET	le
.	PUNCT	.
?	PUNCT	?
à	ADP	à
,	PUNCT	,
yeux	NOUN	oeil
le	DET	le
Elle	PRON	lui
grogna	NOUN	grogna
questions	NOUN	question
?	PUNCT	?
-t	PART	-t
remit	VERB	remettre
en	ADP	en
Le	DET	le
C'	PRON	ce
des	ADP	de
se	PRON	se
m'	PRON	me
pose	VERB	pose
»	PUNCT	»
-il	PRON	il
est	AUX	être
département	NOUN	département
avec	ADP	avec
un	DET	un
chèque	NOUN	chèque
interrompit	NOUN	interrompit
,	PUNCT	,
,	PUNCT	,
autre	ADJ	autre
et	CCONJ	et
au	ADP	au
eu	VERB	avoir
poussa	VERB	pousser
et	CCONJ	et
balai	NOUN	balai
,	PUNCT	,
a	AUX	avoir
Au	ADP	au
le	DET	le
,	PUNCT	,
en	ADP	en
sur	ADP	sur
la	DET	le
Elle	PRON	lui
uniforme	NOUN	uniforme
vieux	ADJ	vieux
.	PUNCT	.
Ce	DET	ce
les	DET	le
un	DET	un
le	DET	le
.	PUNCT	.
jour	NOUN	jour
contre	ADP	contre
.	PUNCT	.
soir	NOUN	soir
-là	PROPN	-là
.	PUNCT	.
de	ADP	de
une	DET	un
lendemain	NOUN	lendemain
échangea	VERB	échanger
civil	NOUN	civil
la	DET	le
râteau	NOUN	râteau
le	DET	le
et	CCONJ	et
en	ADP	en
côté	NOUN	côté
douzaine	NOUN	douzaine
rampe	NOUN	rampe
Il	PRON	il
de	ADP	de
policiers	NOUN	policier
détritus	NOUN	détritus
grand	ADJ	grand
y	PRON	y
moins	ADV	moins
-	PUNCT	-
de	ADP	de
posaient	ADV	posaient
dessus	ADV	dessus
balai	NOUN	balai
tréteaux	NOUN	tréteau
posa	VERB	poser
moitié	NOUN	moitié
-	PROPN	-
des	DET	un
questions	NOUN	question
posées	VERB	poser
sur	ADP	sur
contre	ADP	contre
rouillés	VERB	rouiller
Les	DET	le
un	DET	un
Elle	PRON	lui
de	ADP	de
de	ADP	de
à	ADP	à
.	PUNCT	.
un	DET	un
à	ADP	à
questions	NOUN	question
Inlassablement	NOUN	inlassablement
.	PUNCT	.
rênes	NOUN	rêne
et	CCONJ	et
enchevêtrement	NOUN	enchevêtrement
du	ADP	de
,	PUNCT	,
pendait	VERB	pendre
mêmes	ADJ	même
des	DET	un
râteau	NOUN	râteau
.	PUNCT	.
harnais	NOUN	harnais
le	DET	le
;	PUNCT	;
mur	NOUN	mur
des	DET	un
,	PUNCT	,
.	PUNCT	.
selles	NOUN	selle
étaient	AUX	être
côté	NOUN	côté
des	ADP	de
Au	ADP	au
clous	NOUN	clou
planches	NOUN	planche
arrière	NOUN	arrière
Elle	PRON	lui
boucle	NOUN	boucle
qu'	PRON	qu'
jument	NOUN	jument
de	ADP	de
.	PUNCT	.
une	DET	un
voyant	ADV	voyant
porta	NOUN	porta
sortir	VERB	sortir
une	DET	un
Un	DET	un
.	PUNCT	.
et	CCONJ	et
qui	PRON	qui
au-delà	ADV	au-delà
contre	ADP	contre
la	DET	le
elle	PRON	lui
stalle	NOUN	stalle
mors	ADJ	mor
en	ADP	en
une	DET	un
une	DET	un
bride	NOUN	bride
tête	NOUN	tête
en	ADP	en
rejeta	VERB	rejeter
de	ADP	de
claqua	ADJ	claqua
souffla	VERB	souffler
la	DET	le
petite	ADJ	petit
nettoyer	VERB	nettoyer
dans	ADP	dans
et	CCONJ	et
celle	PRON	celui
pie	ADP	pie
cliqueta	NOUN	cliqueta
.	PUNCT	.
.	PUNCT	.
dents	NOUN	dent
Elle	PRON	lui
fit	VERB	faire
venait	VERB	venir
décrocha	VERB	décrocher
,	PUNCT	,
Dave	ADV	dave
des	DET	un
.	PUNCT	.
Reculez	VERB	reculer
d'	ADP	de
Merci	NOUN	merci
du	ADP	de
nerveuse	ADJ	nerveux
-	PUNCT	-
dirigea	NOUN	dirigea
referma	VERB	refermer
?	PUNCT	?
vers	ADP	vers
la	DET	le
le	DET	le
un	DET	un
vous	PRON	vous
.	PUNCT	.
Buffy	PROPN	Buffy
la	DET	le
gonds	NOUN	gond
.	PUNCT	.
rendent	VERB	rendre
montant	NOUN	montant
se	PRON	se
minute	NOUN	minute
hommes	NOUN	homme
,	PUNCT	,
rouillés	VERB	rouiller
grincèrent	ADV	grincèrent
Les	DET	le
tint	VERB	tenir
un	DET	un
porte	VERB	porte
voulez	VERB	vouloir
porte	NOUN	porte
Buffy	PROPN	Buffy
Les	DET	le
La	DET	le
.	PUNCT	.
paddock	NOUN	paddock
de	ADP	de
coup	NOUN	coup
par	ADP	par
et	CCONJ	et
d'	ADP	de
épaule	NOUN	épaule
Elle	PRON	lui
une	DET	un
la	DET	le
avec	ADP	avec
bride	NOUN	bride
pas	ADV	pas
de	ADP	de
pour	ADP	pour
de	ADP	de
A	ADP	à
la	DET	le
claquement	NOUN	claquement
intelligent	VERB	intelliger
compagnies	NOUN	compagnie
et	CCONJ	et
,	PUNCT	,
sûrement	VERB	sûremer
un	PRON	un
assurances	NOUN	assurance
femme	NOUN	femme
que	SCONJ	que
dans	ADP	dans
policiers	NOUN	policier
police	NOUN	police
Buffy	PROPN	Buffy
râteau	NOUN	râteau
de	ADP	de
aux	ADP	à
.	PUNCT	.
le	DET	le
La	DET	le
ne	ADV	ne
montre	VERB	montre
la	DET	le
-Je	PRON	je
écrire	ADJ	écrir
rapports	NOUN	rapport
revint	ADJ	revint
.	PUNCT	.
suppose	VERB	suppose
emporta	ADJ	emporta
ses	DET	son
stalle	NOUN	stalle
moins	ADV	moins
ces	DET	ce
.	PUNCT	.
qu'	SCONJ	que
été	AUX	être
Le	DET	le
Japonais	PROPN	Japonais
.	PUNCT	.
bois	NOUN	bois
assez	ADV	assez
d'	ADP	de
a	AUX	avoir
.	PUNCT	.
-Le	PUNCT	-le
.	PUNCT	.
-Bon	PUNCT	-bon
n'	ADV	n'
rapport	NOUN	rapport
?	PUNCT	?
mienne	NOUN	mienne
pas	ADV	pas
.	PUNCT	.
que	SCONJ	que
ces	DET	ce
de	ADP	de
.	PUNCT	.
dit	VERB	dire
pas	ADV	pas
le	DET	le
matinée	NOUN	matinée
pansés	VERB	panser
.	PUNCT	.
vu	VERB	voir
gaspiller	VERB	gaspiller
est	AUX	être
Yoshiba	PROPN	Yoshiba
ai	AUX	avoir
,	PUNCT	,
ni	CCONJ	ni
promenés	VERB	promener
été	AUX	être
pas	ADV	pas
Ça	PRON	cela
n'	ADV	n'
Dave	PROPN	Dave
chevaux	NOUN	cheval
la	DET	le
J'	PRON	je
Ce	PRON	ce
.	PUNCT	.
ont	AUX	avoir
votre	DET	votre
fait	VERB	faire
peine	NOUN	peine
Ou	CCONJ	ou
des	ADP	de
jours	NOUN	jour
Alors	ADV	alors
lieutenant	NOUN	lieutenant
la	DET	le
bien	ADV	bien
.	PUNCT	.
huit	NUM	huit
je	PRON	je
Vous	PRON	vous
allée	VERB	aller
sept	NUM	sept
-Vous	PRON	vous
Et	CCONJ	et
.	PUNCT	.
a	AUX	avoir
a	VERB	avoir
un	DET	un
peu	ADV	peu
,	PUNCT	,
trois	NUM	trois
L'	DET	le
.	PUNCT	.
.	PUNCT	.
.	PUNCT	.
film	NOUN	film
au	ADP	au
après-midi	NOUN	après-midi
dit	VERB	dire
il	PRON	il
pressée	VERB	presser
cet	DET	ce
.	PUNCT	.
passait	VERB	passer
à	ADP	à
Le	DET	le
ce	DET	ce
êtes	AUX	être
et	CCONJ	et
enterrement	NOUN	enterrement
après	ADP	après
soir	NOUN	soir
lieu	NOUN	lieu
heures	NOUN	heure
êtes	AUX	être
heures	NOUN	heure
Dave	PROPN	Dave
partie	VERB	partir
-là	PROPN	-là
Los	PROPN	Los
d'	ADP	de
ici	ADV	ici
cinéma	NOUN	cinéma
suis	AUX	être
Santos	PROPN	Santos
duré	VERB	durer
A	NOUN	a
cruels	ADJ	cruel
,	PUNCT	,
suis	AUX	être
a	VERB	avoir
Ils	PRON	il
il	PRON	il
heures	NOUN	heure
Je	PRON	je
dégénérés	VERB	dégénérer
ici	ADV	ici
était	AUX	être
dégoûtant	ADJ	dégoûtant
Que	PRON	que
J'	PRON	je
de	ADP	de
tous	ADJ	tout
et	CCONJ	et
-il	PRON	il
ça	PRON	cela
quarante	NUM	quarante
heures	NOUN	heure
s'	PRON	se
,	PUNCT	,
vous	PRON	vous
dix	NUM	dix
étiez	NOUN	étiez
maintenant	ADV	maintenant
,	PUNCT	,
comme	ADP	comme
de	ADP	de
partie	NOUN	partie
sanglants	NOUN	sanglant
retour	NOUN	retour
.	PUNCT	.
route	NOUN	route
avant	ADP	avant
,	PUNCT	,
y	PRON	y
sont	AUX	être
est	AUX	être
.	PUNCT	.
.	PUNCT	.
?	PUNCT	?
Ce	DET	ce
film	NOUN	film
minutes	NOUN	minute
mais	CCONJ	mais
-	PUNCT	-
.	PUNCT	.
passé	VERB	passer
.	PUNCT	.
essayé	VERB	essayer
ici	ADV	ici
.	PUNCT	.
devrais	VERB	devoir
pour	ADP	pour
ai	AUX	avoir
,	PUNCT	,
cogna	VERB	cogner
,	PUNCT	,
,	PUNCT	,
que	SCONJ	que
le	DET	le
fond	NOUN	fond
à	ADP	à
plus	ADV	plus
cher	ADJ	cher
je	PRON	je
dans	ADP	dans
Et	CCONJ	et
si	ADV	si
temps	NOUN	temps
râteau	NOUN	râteau
me	PRON	me
coûtait	VERB	coûter
forcer	VERB	forcer
la	DET	le
civilisation	NOUN	civilisation
souvent	ADV	souvent
me	PRON	me
,	PUNCT	,
Le	DET	le
rester	VERB	rester
je	PRON	je
répète	VERB	répète
ça	PRON	cela
»	PUNCT	»
entrer	VERB	entrer
descendre	VERB	descendre
que	PRON	que
loin	ADV	loin
tout	ADJ	tout
laisse	VERB	laisse
de	ADP	de
tout	ADV	tout
Rick	NOUN	rick
de	ADP	de
vieillir	VERB	vieillir
le	DET	le
me	PRON	me
pour	ADP	pour
la	DET	le
animaux	NOUN	animal
ce	PRON	ce
défend	NOUN	défend
Vous	PRON	vous
de	ADP	de
des	ADP	de
,	PUNCT	,
.	PUNCT	.
Etats-Unis	PROPN	Etats-Unis
,	PUNCT	,
dans	ADP	dans
savez	VERB	savoir
Elle	PRON	lui
employer	VERB	employer
!	PUNCT	!
?	PUNCT	?
fils	NOUN	fils
qu'	PRON	qu'
civilisation	NOUN	civilisation
ces	DET	ce
tomber	VERB	tomber
obscure	ADJ	obscur
La	DET	le
.	PUNCT	.
de	ADP	de
fer	NOUN	fer
des	DET	un
font	VERB	faire
,	PUNCT	,
faire	AUX	faire
renifla	VERB	renifler
leur	DET	leur
aux	ADP	à
«	NOUN	«
les	PRON	le
savez	VERB	savoir
d'	ADP	de
films	NOUN	film
ici	ADV	ici
chevaux	NOUN	cheval
société	NOUN	société
,	PUNCT	,
aux	ADP	à
ils	PRON	il
stalle	NOUN	stalle
protectrice	ADJ	protecteur
vous	PRON	vous
La	DET	le
la	DET	le
Mais	CCONJ	mais
tuent	ADV	tuent
en	ADP	en
vulgaire	NOUN	vulgaire
ils	PRON	il
?	PUNCT	?
les	PRON	le
ne	ADV	ne
tourner	VERB	tourner
film	NOUN	film
sordide	ADJ	sordide
les	DET	le
en	PRON	en
vont	VERB	aller
Ne	ADV	ne
et	CCONJ	et
le	DET	le
parlez	VERB	parler
fichent	NOUN	fichent
étranger	NOUN	étranger
jambes	NOUN	jambe
-Je	PRON	je
s'	PRON	se
l'	DET	le
en	PRON	en
pas	ADV	pas
de	ADP	de
me	PRON	me
Ils	PRON	il
.	PUNCT	.
!	PUNCT	!
maintenant	ADV	maintenant
,	PUNCT	,
leur	PRON	leur
à	ADP	à
civilisation	NOUN	civilisation
s'	PRON	se
.	PUNCT	.
,	PUNCT	,
Pour	ADP	pour
cassent	VERB	casser
