six	NUM	six
C'	PRON	ce
bien	ADV	bien
même	ADV	même
-	PUNCT	-
Le	DET	le
I	ADJ	i
et	CCONJ	et
,	PUNCT	,
la	DET	le
fût	PRON	fût
pas	ADV	pas
Sloan'	ADP	sloan'
petite	ADJ	petit
après-midi	NOUN	après-midi
Reporter	PROPN	Reporter
.	PUNCT	.
Reporter	PROPN	Reporter
tirait	VERB	tirer
,	PUNCT	,
février	NOUN	février
s	NOUN	s
-	PUNCT	-
un	DET	un
de	ADP	de
mardi	NOUN	mardi
pas	ADV	pas
à	ADP	à
ne	ADV	ne
édition	NOUN	édition
que	SCONJ	que
exemplaires	ADJ	exemplaire
vers	ADP	vers
monumentale	ADJ	monumental
hebdomadaire	ADJ	hebdomadaire
fin	NOUN	fin
mille	NUM	mille
soir	NOUN	soir
le	DET	le
Ford	NOUN	ford
la	DET	le
du	ADP	de
bouclée	VERB	boucler
tâche	NOUN	tâche
ne	ADV	ne
l'	DET	le
était	AUX	être
,	PUNCT	,
la	DET	le
serait	AUX	être
;	PUNCT	;
chargée	VERB	charger
avais	VERB	avoir
impression	NOUN	impression
le	DET	le
de	ADP	de
équipe	NOUN	équipe
J'	PRON	je
dans	ADP	dans
sa	DET	son
mon	DET	mon
article	NOUN	article
un	DET	un
enveloppe	NOUN	enveloppe
,	PUNCT	,
régional	ADJ	régional
et	CCONJ	et
de	ADP	de
enlèvement	NOUN	enlèvement
avait	AUX	avoir
page	NOUN	page
journal	NOUN	journal
,	PUNCT	,
son	DET	son
en	ADP	en
contenu	NOUN	contenu
des	DET	un
ordures	NOUN	ordure
d'	ADP	de
coeur	NOUN	coeur
terminé	VERB	terminer
reposait	VERB	reposer
de	ADP	de
sur	ADP	sur
de	ADP	de
mise	NOUN	mise
il	PRON	il
son	DET	son
projet	NOUN	projet
digne	ADJ	digne
juste	ADV	juste
faire	VERB	faire
nom	NOUN	nom
à	ADP	à
temps	NOUN	temps
à	ADP	à
de	ADP	de
.	PUNCT	.
une	DET	un
ce	DET	ce
précaution	NOUN	précaution
,	PUNCT	,
la	DET	le
en	ADP	en
eussent	AUX	avoir
je	PRON	je
kraft	ADJ	kraft
neige	NOUN	neige
garai	VERB	garer
vieille	ADJ	vieux
quoique	ADJ	quoiqu
les	DET	le
y	PRON	y
la	DET	le
de	ADP	de
salées	VERB	saler
que	SCONJ	que
une	DET	un
je	PRON	je
seconde	ADJ	second
tandis	ADV	tandis
avait	AUX	avoir
me	PRON	me
le	DET	le
moutarde	ADJ	moutarde
siège	NOUN	siège
conduisais	VERB	conduire
avec	ADP	avec
,	PUNCT	,
Avenue	PROPN	Avenue
nuit	NOUN	nuit
Je	PRON	je
ma	DET	mon
rues	NOUN	rue
.	PUNCT	.
Honda	PROPN	Honda
.	PUNCT	.
descendais	VERB	descendre
été	AUX	être
eu	VERB	avoir
précédente	ADJ	précédent
Il	PRON	il
chute	NOUN	chute
,	PUNCT	,
et	CCONJ	et
Poplar	PROPN	Poplar
sur	ADP	sur
de	ADP	de
devant	ADP	devant
forte	ADJ	fort
étage	NOUN	étage
maison	NOUN	maison
par	ADP	par
de	ADP	de
Benjamin	PROPN	Benjamin
,	PUNCT	,
vétuste	ADJ	vétuste
louée	VERB	louer
passé	VERB	passer
bureaux	NOUN	bureau
ami	ADV	ami
,	PUNCT	,
vers	ADP	vers
ans	NOUN	an
abritant	VERB	abriter
,	PUNCT	,
et	CCONJ	et
.	PUNCT	.
habitait	VERB	habiter
mon	DET	mon
,	PUNCT	,
le	DET	le
avait	AUX	avoir
toit	NOUN	toit
Reporter	PROPN	Reporter
mansardé	VERB	mansarder
le	DET	le
deuxième	ADJ	deuxième
qui	PRON	qui
,	PUNCT	,
mon	DET	mon
Greenfield	PROPN	Greenfield
les	DET	le
Charles	PROPN	Charles
me	PRON	me
du	ADP	de
.	PUNCT	.
munie	NOUN	munie
Greenfield	PROPN	Greenfield
porche	NOUN	porche
patron	NOUN	patron
dirigeai	VERB	diriger
bâtisse	NOUN	bâtisse
et	CCONJ	et
néanmoins	ADV	néanmoins
enveloppe	NOUN	enveloppe
au	ADP	au
était	AUX	être
vingt-cinq	NUM	vingt-cinq
La	DET	le
et	CCONJ	et
la	DET	le
ses	DET	son
,	PUNCT	,
permettre	VERB	permettre
d'	ADP	de
à	ADP	à
compté	VERB	compter
.	PUNCT	.
puis	CCONJ	puis
il	PRON	il
pouvait	VERB	pouvoir
l'	DET	le
présent	ADJ	présent
de	ADP	de
incarner	VERB	incarner
dépêches	NOUN	dépêche
monde	NOUN	monde
idéal	NOUN	idéal
de	ADP	de
des	DET	un
état	NOUN	état
pendance	NOUN	pendance
en	ADP	en
fatigué	VERB	fatiguer
qualité	NOUN	qualité
de	ADP	de
liberté	NOUN	liberté
son	DET	son
York	PROPN	York
économies	NOUN	économie
indé	VERB	inder
rédacteur	NOUN	rédacteur
se	PRON	se
et	CCONJ	et
,	PUNCT	,
d'	ADP	de
agence	NOUN	agence
d'	ADP	de
du	ADP	de
et	CCONJ	et
de	ADP	de
il	PRON	il
jugé	VERB	juger
qu'	SCONJ	que
New	PROPN	New
N.B.C.	PROPN	N.B.C.
avait	AUX	avoir
A	AUX	avoir
,	PUNCT	,
société	NOUN	société
il	PRON	il
,	PUNCT	,
Ford	NOUN	ford
maladie	NOUN	maladie
Sloan'	ADJ	sloan'
,	PUNCT	,
corruption	NOUN	corruption
la	DET	le
chef	NOUN	chef
injustice	NOUN	injustice
,	PUNCT	,
duquel	PRON	duquel
des	ADP	de
rédacteur	NOUN	rédacteur
toutes	ADJ	tout
du	ADP	de
proposait	VERB	proposer
tares	NOUN	tare
Reporter	VERB	reporter
absolu	ADJ	absolu
il	PRON	il
compris	ADJ	compris
propriétaire	NOUN	propriétaire
monarque	ADJ	monarqu
,	PUNCT	,
de	ADP	de
notre	DET	notre
les	DET	le
par	ADP	par
la	DET	le
y	PRON	y
en	ADP	en
la	DET	le
le	DET	le
et	CCONJ	et
,	PUNCT	,
s	NOUN	s
et	CCONJ	et
se	PRON	se
cupidité	NOUN	cupidité
truchement	ADJ	truchement
vaincre	VERB	vaincre
,	PUNCT	,
l'	DET	le
,	PUNCT	,
était	AUX	être
la	DET	le
médiocrité	NOUN	médiocrité
de	ADP	de
par	ADP	par
.	PUNCT	.
-	PUNCT	-
enfin	ADV	enfin
d'	ADP	de
il	PRON	il
enseignants	NOUN	enseignant
éditoriaux	NOUN	éditorial
reliquat	NOUN	reliquat
non	ADV	non
de	ADP	de
la	DET	le
,	PUNCT	,
son	DET	son
parvînt	NOUN	parvînt
homme	NOUN	homme
;	PUNCT	;
hargneux	ADJ	hargneux
calme	NOUN	calme
se	PRON	se
importe	ADJ	import
opiniâtre	NOUN	opiniâtre
Le	DET	le
il	PRON	il
peu	ADV	peu
y	PRON	y
et	CCONJ	et
mesuré	ADJ	mesurer
si	SCONJ	si
irritant	ADJ	irritant
ce	PRON	ce
.	PUNCT	.
ou	CCONJ	ou
part	NOUN	part
,	PUNCT	,
,	PUNCT	,
ailleurs	ADV	ailleurs
pouvait	VERB	pouvoir
un	DET	un
et	CCONJ	et
qui	PRON	qui
implacable	ADJ	implacable
longueur	NOUN	longueur
surprenait	VERB	surprendre
beaucoup	ADV	beaucoup
montrer	VERB	montrer
Qu'	PRON	qu'
d'	ADP	de
de	ADP	de
à	ADP	à
se	PRON	se
était	AUX	être
,	PUNCT	,
Oliver	PROPN	Oliver
se	PRON	se
chez	ADP	chez
énergie	NOUN	énergie
instrument	NOUN	instrument
étage	NOUN	étage
dès	ADP	dès
ma	DET	mon
vie	NOUN	vie
racler	VERB	racler
équipé	VERB	équiper
,	PUNCT	,
un	DET	un
,	PUNCT	,
son	DET	son
.	PUNCT	.
,	PUNCT	,
où	PRON	où
avec	ADP	avec
premier	ADJ	premier
au	ADP	au
moment	NOUN	moment
violoncelle	NOUN	violoncelle
Son	DET	son
bureau	NOUN	bureau
peu	ADV	peu
l'	PRON	l'
j'	PRON	je
au	ADP	au
et	CCONJ	et
allait	VERB	aller
avais	VERB	avoir
le	DET	le
trouvait	VERB	trouver
Gordon	PROPN	Gordon
pimenter	VERB	pimenter
enthousiasme	NOUN	enthousiasme
avais	VERB	avoir
entendu	VERB	entendre
sur	ADP	sur
su	VERB	savoir
que	SCONJ	que
je	PRON	je
consacré	VERB	consacrer
l'	DET	le
,	PUNCT	,
archet	NOUN	archet
neige	NOUN	neige
la	DET	le
ouverture	NOUN	ouverture
salle	NOUN	salle
je	PRON	je
dans	ADP	dans
de	ADP	de
l'	DET	le
Je	PRON	je
-	PUNCT	-
accueillirent	VERB	accueillir
cependant	ADV	cependant
au-dessus	ADV	au-dessus
avais	NOUN	avai
du	ADP	de
mes	DET	mon
installée	VERB	installer
et	CCONJ	et
neuves	ADJ	neuf
de	ADP	de
étant	AUX	être
-	PUNCT	-
(	PUNCT	(
meilleure	ADJ	meilleur
meilleure	ADJ	meilleur
stéréo	VERB	stéréo
de	ADP	de
la	DET	le
bottes	NOUN	botte
à	ADP	à
du	ADP	de
.	PUNCT	.
monde	NOUN	monde
que	SCONJ	que
l'	DET	le
la	DET	le
fondue	ADJ	fondu
sa	DET	son
débarrassais	VERB	débarrasser
,	PUNCT	,
Vaisseau	NOUN	vaisseau
étage	NOUN	étage
tourments	NOUN	tourment
fantôme	VERB	fantôme
m'	PRON	me
séjour	ADP	séjour
quasi	NOUN	quasi
de	ADP	de
les	PRON	le
les	DET	le
pièces	NOUN	pièce
;	PUNCT	;
à	ADP	à
élégantes	ADJ	élégant
pris	VERB	prendre
,	PUNCT	,
imperméabilisées	VERB	imperméabiliser
menait	VERB	mener
employées	NOUN	employé
aérosol	NOUN	aérosol
manitou	NOUN	manitou
,	PUNCT	,
intactes	ADJ	intact
Helen	PROPN	Helen
que	SCONJ	que
gauche	NOUN	gauche
poumons	NOUN	poumon
Dédaignant	VERB	dédaigner
pénétrai	ADJ	pénétrai
bottes	NOUN	botte
mes	DET	mon
.	PUNCT	.
ses	DET	son
,	PUNCT	,
ravagé	VERB	ravager
bien	ADV	bien
dans	ADP	dans
les	DET	le
et	CCONJ	et
-	ADV	-
l'	DET	le
trimaient	VERB	trimer
l'	DET	le
je	PRON	je
elles	PRON	lui
eût	ADP	eût
où	PRON	où
mes	DET	mon
à	ADP	à
)	PUNCT	)
antre	NOUN	antre
restées	VERB	rester
escalier	NOUN	escalier
du	ADP	de
grand	ADJ	grand
étaient	AUX	être
aussi	ADV	aussi
qui	PRON	qui
.	PUNCT	.
l'	DET	le
entassés	VERB	entasser
,	PUNCT	,
un	DET	un
les	DET	le
et	CCONJ	et
,	PUNCT	,
Deutsch	PROPN	Deutsch
sur	ADP	sur
les	DET	le
de	ADP	de
de	ADP	de
deux	NUM	deux
les	DET	le
,	PUNCT	,
bureau	NOUN	bureau
.	PUNCT	.
transférait	VERB	transférer
une	DET	un
plats	ADJ	plat
touches	NOUN	touche
,	PUNCT	,
mots	NOUN	mot
sur	ADP	sur
devant	ADP	devant
porte	NOUN	porte
un	DET	un
et	CCONJ	et
tricots	NOUN	tricot
Talons	NOUN	talon
la	DET	le
ruban	NOUN	ruban
uns	NOUN	un
près	ADV	près
centimètres	NOUN	centimètre
Justotype	PROPN	Justotype
la	DET	le
les	DET	le
via	ADP	via
demi	NOUN	demi
d'	ADP	de
de	ADP	de
,	PUNCT	,
de	ADP	de
papier	NOUN	papier
large	ADJ	large
de	ADP	de
assise	VERB	asseoir
feuillets	NOUN	feuillet
autres	ADJ	autre
quinzaine	NOUN	quinzaine
son	DET	son
affichait	VERB	afficher
absente	NOUN	absent
Et	CCONJ	et
-je	PRON	je
Ah	PROPN	Ah
elle	PRON	lui
une	DET	un
est	AUX	être
une	DET	un
ça	PRON	cela
!	PUNCT	!
-t	PART	-t
article	NOUN	article
optimiste	ADJ	optimiste
posant	VERB	poser
-	PUNCT	-
si	SCONJ	si
enveloppe	NOUN	enveloppe
comment	ADV	comment
.	PUNCT	.
-elle	PRON	lui
C'	PRON	ce
expression	NOUN	expression
diplômée	ADJ	diplômé
résolument	VERB	résolumer
kraft	VERB	kraft
sur	ADP	sur
l'	DET	le
Maggie	PROPN	Maggie
.	PUNCT	.
.	PUNCT	.
d'	ADP	de
ripostai	VERB	riposter
?	PUNCT	?
infirmière	NOUN	infirmier
bureau	NOUN	bureau
