celui	PRON	celui
Derek	PROPN	Derek
avait	AUX	avoir
L'	DET	le
Le	DET	le
respectable	ADJ	respectable
1	NUM	1
n'	ADV	n'
être	AUX	être
comme	ADP	comme
mauvais	NOUN	mauvais
rêves	ADJ	rêve
ne	ADV	ne
le	DET	le
toujours	ADV	toujours
,	PUNCT	,
et	CCONJ	et
jamais	ADV	jamais
il	PRON	il
idée	NOUN	idée
honnête	ADJ	honnête
lui	PRON	lui
devait	VERB	devoir
s'	PRON	se
homme	NOUN	homme
était	AUX	être
se	PRON	se
remémora	VERB	remémorer
lorsqu'	SCONJ	lorsque
supprimer	VERB	supprimer
commencé	VERB	commencer
ne	ADV	ne
considéré	VERB	considérer
.	PUNCT	.
sa	DET	son
un	DET	un
qui	PRON	qui
.	PUNCT	.
pire	NOUN	pire
serait	AUX	être
à	ADP	à
belle-mère	NOUN	belle-mère
s'	SCONJ	s'
souffrir	VERB	souffrir
de	DET	de
de	ADP	de
Cartwright	PROPN	Cartwright
il	PRON	il
que	SCONJ	que
venue	VERB	venir
quelque	DET	quelque
d'	ADP	de
détester	VERB	détester
avait	VERB	avoir
contraire	NOUN	contraire
il	PRON	il
premier	ADJ	premier
la	PRON	le
avait	AUX	avoir
cauchemar	NOUN	cauchemar
bien	ADV	bien
,	PUNCT	,
la	DET	le
forcer	VERB	forcer
du	ADP	de
ce	PRON	ce
qu'	SCONJ	que
Christine	PROPN	Christine
était	AUX	être
aucune	DET	aucun
est	VERB	être
mère	NOUN	mère
qui	PRON	qui
série	NOUN	série
c'	PRON	ce
répétitive	NOUN	répétitive
donc	ADV	donc
pas	ADV	pas
n'	ADV	n'
de	ADP	de
,	PUNCT	,
larvé	VERB	larver
même	ADJ	même
au	ADP	au
vouloir	VERB	vouloir
,	PUNCT	,
antagonisme	NOUN	antagonisme
n'	ADV	n'
:	PUNCT	:
de	ADP	de
il	PRON	il
étrangler	VERB	étrangler
Loin	ADV	loin
l'	PRON	l'
aimait	VERB	aimer
raison	NOUN	raison
une	DET	un
de	ADP	de
pu	VERB	pouvoir
.	PUNCT	.
belle-mère	NOUN	belle-mère
porte	NOUN	porte
,	PUNCT	,
sueur	NOUN	sueur
il	PRON	il
d'	ADP	de
la	DET	le
noir	NOUN	noir
parfaitement	ADV	parfaitement
réveiller	VERB	réveiller
et	CCONJ	et
tremblantes	ADJ	tremblant
-	PUNCT	-
.	PUNCT	.
,	PUNCT	,
meurtrières	PROPN	meurtrier
couvert	NOUN	couvert
horreur	NOUN	horreur
Derek	PROPN	Derek
froide	ADJ	froid
,	PUNCT	,
quillés	NOUN	quillé
toujours	ADV	toujours
son	DET	son
sursaut	NOUN	sursaut
inconscient	NOUN	inconscient
et	CCONJ	et
sa	DET	son
.	PUNCT	.
les	DET	le
sur	ADP	sur
étaient	AUX	être
le	PRON	le
qu'	PRON	qu'
yeux	NOUN	oeil
en	ADP	en
s'	PRON	se
une	DET	un
croyait	VERB	croire
d'	ADP	de
ses	DET	son
écar	ADJ	écar
dans	ADP	dans
mains	NOUN	main
crispées	NOUN	crispée
,	PUNCT	,
de	ADP	de
le	DET	le
entendus	VERB	entendre
,	PUNCT	,
pantelant	VERB	panteler
la	DET	le
n'	ADV	n'
nourrissait	VERB	nourrir
voir	VERB	voir
Il	PRON	il
Pas	ADV	pas
,	PUNCT	,
après	ADP	après
pas	ADV	pas
financier	ADJ	financier
à	ADP	à
,	PUNCT	,
troisième	ADJ	troisième
eux	PRON	lui
.	PUNCT	.
.	PUNCT	.
aucun	DET	aucun
il	PRON	il
aucun	DET	aucun
énervement	NOUN	énervement
n'	ADV	n'
oreiller	NOUN	oreiller
friction	NOUN	friction
moindre	ADJ	moindre
entre	ADP	entre
fut	AUX	être
retombé	VERB	retomber
Lorsqu'	SCONJ	lorsque
à	ADP	à
avait	VERB	avoir
l'	DET	le
,	PUNCT	,
la	DET	le
son	DET	son
le	DET	le
sur	ADP	sur
ne	ADV	ne
morte	ADJ	mort
éprouvait	VERB	éprouver
aucun	DET	aucun
égard	NOUN	égard
de	ADP	de
sordide	NOUN	sordide
intérêt	NOUN	intérêt
grief	NOUN	grief
moindre	ADJ	moindre
vengeance	NOUN	vengeance
sa	DET	son
désir	NOUN	désir
.	PUNCT	.
onirique	ADJ	onirique
il	PRON	il
.	PUNCT	.
tout	ADV	tout
leurs	DET	leur
tentative	NOUN	tentative
qu'	SCONJ	que
c'	PRON	ce
décida	VERB	décider
de	ADP	de
sa	DET	son
parvint	VERB	parvenir
par	ADP	par
il	PRON	il
parce	SCONJ	parce
analyser	VERB	analyser
!	PUNCT	!
elle	PRON	lui
La	DET	le
d'	ADP	de
-ô	VERB	-ô
,	PUNCT	,
étranglement	NOUN	étranglement
essayer	VERB	essayer
,	PUNCT	,
était	VERB	être
là	ADV	là
qu'	SCONJ	que
à	ADP	à
rêvait	VERB	rêver
fait	NOUN	fait
se	PRON	se
belle-mère	NOUN	belle-mère
laquelle	PRON	lequel
à	ADP	à
En	ADP	en
relations	NOUN	relation
simplement	ADV	simplement
honte	ADJ	hont
de	ADP	de
il	PRON	il
c'	PRON	ce
se	PRON	se
débarrasser	VERB	débarrasser
conclusion	NOUN	conclusion
d'	ADP	de
est	VERB	être
était	AUX	être
-	PUNCT	-
miettes	NOUN	miette
hasard	ADP	hasard
montrée	VERB	montrer
Cartwright	PROPN	Cartwright
jour	NOUN	jour
edwardienne	VERB	edwardienne
pur	ADP	pur
toujours	ADV	toujours
en	ADP	en
Briqueterie	PROPN	Briqueterie
énergie	NOUN	énergie
jusqu'	ADP	jusque
Suffolk	PROPN	Suffolk
le	DET	le
à	ADP	à
où	PRON	où
propriété	NOUN	propriété
,	PUNCT	,
avait	AUX	avoir
à	ADP	à
confortable	NOUN	confortable
.	PUNCT	.
Fiat	PROPN	Fiat
Enid	PROPN	Enid
la	DET	le
vivait	VERB	vivre
réduit	VERB	réduire
en	ADP	en
elle	PRON	lui
,	PUNCT	,
indépendante	ADJ	indépendant
petite	ADJ	petit
la	DET	le
au	ADP	au
dans	ADP	dans
,	PUNCT	,
sa	DET	son
des	ADP	de
fatidique	ADJ	fatidique
Veuve	NOUN	veuve
et	CCONJ	et
le	DET	le
s'	PRON	se
pleine	NOUN	pleine
d'	ADP	de
Wyveling	PROPN	Wyveling
qu'	SCONJ	que
était	AUX	être
ratant	VERB	rater
elle	PRON	lui
concentration	NOUN	concentration
à	ADP	à
tonic	NOUN	tonic
chaud	NOUN	chaud
peut-être	ADV	peut-être
par	ADP	par
virage	NOUN	virage
-	PUNCT	-
si	SCONJ	si
Wosley	PROPN	Wosley
déjeuner	NOUN	déjeuner
n'	ADV	n'
avait	AUX	avoir
on	PRON	on
pont	NOUN	pont
étranger	VERB	étranger
passait	VERB	passer
reconnu	VERB	reconnaître
son	DET	son
après-midi	NOUN	après-midi
se	PRON	se
bien	ADV	bien
,	PUNCT	,
droit	ADJ	droit
cela	PRON	cela
du	ADP	de
manque	NOUN	manque
de	ADP	de
à	ADP	à
été	NOUN	été
avalé	NOUN	avalé
Evidemment	ADV	evidemment
de	ADP	de
était	AUX	être
et	CCONJ	et
-	PROPN	-
.	PUNCT	.
un	DET	un
pas	ADV	pas
volontiers	NOUN	volontier
au	ADP	au
elle	PRON	lui
le	DET	le
cours	NOUN	cours
du	ADP	de
d'	ADP	de
angle	VERB	angle
gin	NOUN	gin
l'	DET	le
que	SCONJ	que
dans	ADP	dans
que	SCONJ	que
légères	NOUN	légère
,	PUNCT	,
moins	ADV	moins
en	ADP	en
songe	VERB	songer
toute	DET	tout
qu'	SCONJ	que
le	DET	le
en	PRON	en
était	AUX	être
n'	ADV	n'
chauffeur	NOUN	chauffeur
atterri	VERB	atterrir
bloquée	VERB	bloquer
pâturages	NOUN	pâturage
que	SCONJ	que
d'	ADP	de
il	PRON	il
des	DET	un
ait	AUX	avoir
avant	ADP	avant
voiture	NOUN	voiture
dans	ADP	dans
avait	AUX	avoir
une	DET	un
heure	NOUN	heure
plus	ADV	plus
miraculeux	ADJ	miraculeux
.	PUNCT	.
épave	NOUN	épave
sur	ADP	sur
pas	ADV	pas
qu'	PRON	qu'
toit	NOUN	toit
l'	DET	le
contrebas	NOUN	contrebas
demeurée	ADJ	demeuré
souffert	VERB	souffrir
Mais	CCONJ	mais
elle	PRON	lui
blessures	NOUN	blessure
elle	PRON	lui
n'	ADV	n'
était	AUX	être
la	DET	le
somme	ADJ	somm
un	DET	un
de	ADP	de
de	ADP	de
poids	NOUN	poids
Derek	PROPN	Derek
traumatisme	NOUN	traumatisme
de	ADP	de
.	PUNCT	.
de	ADP	de
était	AUX	être
Wyveling	PROPN	Wyveling
ne	ADV	ne
suggéré	ADJ	suggérer
à	ADP	à
ébranlé	ADV	ébranlé
lieu	NOUN	lieu
aperçoive	NOUN	aperçoive
inviter	VERB	inviter
secours	ADJ	secour
en	ADP	en
venir	VERB	venir
,	PUNCT	,
porter	VERB	porter
sa	DET	son
à	ADP	à
ne	ADV	ne
lui	PRON	lui
l'	DET	le
se	PRON	se
remettre	VERB	remettre
à	ADP	à
,	PUNCT	,
lui-même	PRON	lui-même
émotions	NOUN	émotion
et	CCONJ	et
Christine	PROPN	Christine
avait	AUX	avoir
vienne	VERB	venir
ses	DET	son
Le	DET	le
l'	PRON	l'
confiance	NOUN	confiance
qui	PRON	qui
profondément	ADV	profondément
.	PUNCT	.
avait	AUX	avoir
alors	ADV	alors
sérieux	ADJ	sérieux
lourd	ADJ	lourd
C'	PRON	ce
au	ADP	au
elle	PRON	lui
mener	VERB	mener
retourner	VERB	retourner
il	PRON	il
sa	DET	son
lui-même	PRON	lui-même
responsable	NOUN	responsable
de	ADP	de
,	PUNCT	,
...	PUNCT	...
Il	PRON	il
prendre	VERB	prendre
qu'	SCONJ	que
était	AUX	être
aurait	AUX	avoir
Southwold	PROPN	Southwold
Mais	CCONJ	mais
unique	ADJ	unique
un	DET	un
avait	AUX	avoir
présence	NOUN	présence
l'	DET	le
encore	ADV	encore
seule	ADJ	seul
elle	PRON	lui
donc	ADV	donc
à	ADP	à
toujours	ADV	toujours
su	VERB	savoir
Enid	NOUN	enid
,	PUNCT	,
ne	ADV	ne
barque	NOUN	barque
.	PUNCT	.
à	ADP	à
si	SCONJ	si
était	AUX	être
sa	DET	son
de	ADP	de
.	PUNCT	.
là	ADV	là
pouvait	VERB	pouvoir
elle	PRON	lui
plus	ADV	plus
s'	PRON	se
en	PRON	en
et	CCONJ	et
chez	ADP	chez
tard	ADV	tard
Qui	PRON	qui
an	NOUN	an
-	PUNCT	-
imaginer	VERB	imaginer
jamais	ADV	jamais
chez	ADP	chez
affection	NOUN	affection
s'	PRON	se
pu	VERB	pouvoir
avait	AUX	avoir
aussi	ADV	aussi
éprouverait	VERB	éprouver
unique	ADJ	unique
qu'	SCONJ	que
était	AUX	être
en	ADP	en
qu'	SCONJ	que
.	PUNCT	.
de	ADP	de
sentimentale	NOUN	sentimentale
Percy	NOUN	percy
eux	PRON	lui
envie	NOUN	envie
pas	ADV	pas
rôle	NOUN	rôle
seul	ADJ	seul
l'	DET	le
instant	NOUN	instant
son	DET	son
mari	NOUN	mari
Avec	ADP	avec
Enid	NOUN	enid
témoigné	VERB	témoigner
second	ADJ	second
elle	PRON	lui
une	DET	un
Long	ADJ	long
jamais	ADV	jamais
un	DET	un
incruster	VERB	incruster
distante	ADJ	distant
une	DET	un
à	ADP	à
n'	ADV	n'
Elle	PRON	lui
sa	DET	son
fille	NOUN	fille
?	PUNCT	?
un	DET	un
n'	ADV	n'
bien	ADV	bien
.	PUNCT	.
,	PUNCT	,
que	SCONJ	que
était	AUX	être
-	PUNCT	-
dix	NUM	dix
pension	NOUN	pension
affaires	NOUN	affaire
,	PUNCT	,
y	PRON	y
avait	AUX	avoir
les	DET	le
étés	NOUN	été
propriétaires	ADJ	propriétaire
retourné	VERB	retourner
-	NOUN	-
avec	ADP	avec
-	ADJ	-
Derek	PROPN	Derek
parents	NOUN	parent
mondde	NOUN	mondde
hôtel	ADJ	hôtel
et	CCONJ	et
il	PRON	il
le	DET	le
F	NOUN	f
mariage	NOUN	mariage
.	PUNCT	.
Lorsque	SCONJ	lorsque
ses	DET	son
dont	PRON	dont
venu	VERB	venir
,	PUNCT	,
elle	PRON	lui
pendant	ADP	pendant
ils	PRON	il
tenu	VERB	tenir
adolescent	NOUN	adolescent
Glenal	PROPN	Glenal
ans	NOUN	an
où	PRON	où
en	ADP	en
étaient	AUX	être
petit	ADJ	petit
vacances	NOUN	vacance
tous	ADJ	tout
Southwold	NOUN	southwold
dans	ADP	dans
garçon	NOUN	garçon
était	AUX	être
,	PUNCT	,
voiture	NOUN	voiture
le	DET	le
que	SCONJ	que
sans	ADP	sans
plus	ADV	plus
leurs	DET	leur
dans	ADP	dans
bien	ADV	bien
Enid	PROPN	Enid
Christine	PROPN	Christine
jamais	ADV	jamais
vécu	VERB	vivre
éventualité	NOUN	éventualité
clairement	ADV	clairement
de	ADP	de
une	DET	un
encouragé	VERB	encourager
mariage	NOUN	mariage
et	CCONJ	et
jamais	ADV	jamais
avait	AUX	avoir
d'	ADP	de
,	PUNCT	,
bien	ADV	bien
Enid	PROPN	Enid
précis	ADJ	précis
demie	NOUN	demie
de	ADP	de
heure	NOUN	heure
opposer	VERB	opposer
le	DET	le
Southwold	PROPN	Southwold
revoir	VERB	revoir
à	ADP	à
à	ADP	à
,	PUNCT	,
de	ADP	de
amours	NOUN	amour
d'	ADP	de
un	DET	un
couple	NOUN	couple
l'	DET	le
.	PUNCT	.
n'	ADV	n'
ait	AUX	avoir
s'	PRON	se
but	NOUN	but
Et	CCONJ	et
avait	AUX	avoir
précoce	ADJ	précoce
sur	ADP	sur
d'	ADP	de
son	DET	son
qu'	SCONJ	que
second	ADJ	second
trop	ADV	trop
signifié	VERB	signifier
Même	ADV	même
pieds	NOUN	pied
propres	ADJ	propre
toujours	ADV	toujours
en	ADP	en
plus	ADV	plus
n'	ADV	n'
que	SCONJ	que
,	PUNCT	,
bien	ADV	bien
minimum	NOUN	minimum
sorti	VERB	sortir
elle	PRON	lui
préoccupaient	ADV	préoccupaient
qu'	SCONJ	que
des	ADP	de
de	ADP	de
la	DET	le
jeu	NOUN	jeu
de	ADP	de
scène	NOUN	scène
était	AUX	être
accorder	VERB	accorder
veuvage	NOUN	veuvage
pointe	NOUN	pointe
ses	DET	son
bon	ADJ	bon
aux	ADP	à
affaires	NOUN	affaire
la	DET	le
pour	ADP	pour
rôle	NOUN	rôle
un	DET	un
-	PUNCT	-
leurs	DET	leur
intérêt	NOUN	intérêt
Percy	PROPN	Percy
,	PUNCT	,
puisse	VERB	pouvoir
entrée	NOUN	entrée
.	PUNCT	.
-	PUNCT	-
d'	ADP	de
trois	NUM	trois
en	ADP	en
un	DET	un
Glenalmondjusqu'	NOUN	glenalmondjusqu'
.	PUNCT	.
gardé	VERB	garder
avait	VERB	avoir
offrir	VERB	offrir
dans	ADP	dans
son	DET	son
tous	ADJ	tout
les	DET	le
,	PUNCT	,
studio	NOUN	studio
cours	NOUN	cours
hiver	VERB	hiver
avait	AUX	avoir
avait	AUX	avoir
elle	PRON	lui
à	ADP	à
Elle	PRON	lui
puis	CCONJ	puis
mois	NOUN	mois
modifié	VERB	modifier
.	PUNCT	.
le	DET	le
partait	VERB	partir
couler	VERB	couler
,	PUNCT	,
de	ADP	de
appartement	NOUN	appartement
quatre	NUM	quatre
de	ADP	de
étés	NOUN	été
soixante-dix	NUM	soixante-dix
existence	NOUN	existence
ou	CCONJ	ou
le	DET	le
L'	DET	le
l'	PRON	l'
où	PRON	où
ans	NOUN	an
pour	ADP	pour
elle	PRON	lui
passait	VERB	passer
près	ADV	près
rien	PRON	rien
s'	PRON	se
un	DET	un
vendu	VERB	vendre
et	CCONJ	et
elle	PRON	lui
soleil	NOUN	soleil
entre	ADP	entre
venue	VERB	venir
qui	PRON	qui
qu'	PRON	qu'
au	ADP	au
au	ADP	au
c'	PRON	ce
Elle	PRON	lui
n'	ADV	n'
permettait	VERB	permettre
de	ADP	de
Majorque	PROPN	Majorque
une	DET	un
placement	NOUN	placement
de	ADP	de
fois	NOUN	fois
deux	NUM	deux
bon	ADJ	bon
en	ADP	en
:	PUNCT	:
acquis	VERB	acquérir
un	DET	un
à	ADP	à
chez	ADP	chez
Christine	PROPN	Christine
seule	ADJ	seul
estivales	ADJ	estival
de	ADP	de
auparavant	ADV	auparavant
:	PUNCT	:
était	AUX	être
,	PUNCT	,
était	AUX	être
Derek	PROPN	Derek
,	PUNCT	,
qu'	SCONJ	que
outre	ADP	outre
la	DET	le
lui	PRON	lui
sa	DET	son
Méditerranée	PROPN	Méditerranée
.	PUNCT	.
locations	NOUN	location
avait	AUX	avoir
carcasse	NOUN	carcasse
mois	NOUN	mois
réchauffer	VERB	réchauffer
eux	PRON	lui
précédant	VERB	précéder
.	PUNCT	.
du	ADP	de
adorait	VERB	adorer
s'	PRON	se
novembre	NOUN	novembre
Laurie	PROPN	Laurie
trisomie	NOUN	trisomie
avait	AUX	avoir
des	ADP	de
Cartwright	PROPN	Cartwright
