cessé	VERB	cesser
PREMIER	ADJ	premier
du	ADP	de
malaise	NOUN	malaise
pouvait	VERB	pouvoir
senti	VERB	sentir
CHAPITRE	NOUN	chapitre
apercevait	VERB	apercevoir
torrents	NOUN	torrent
Glasgow	PROPN	Glasgow
du	ADP	de
wagon	NOUN	wagon
ce	PRON	ce
l'	DET	le
avait	AUX	avoir
apaiser	VERB	apaiser
avait	AUX	avoir
pas	ADV	pas
Il	PRON	il
grandir	VERB	grandir
Lane	PROPN	Lane
n'	ADV	n'
à	ADP	à
qu'	SCONJ	que
Hester	PROPN	Hester
elle	PRON	lui
n'	ADV	n'
avait	AUX	avoir
.	PUNCT	.
elle	PRON	lui
temps	NOUN	temps
pleuvoir	VERB	pleuvoir
quitté	VERB	quitter
qui	PRON	qui
;	PUNCT	;
,	PUNCT	,
de	ADP	de
un	DET	un
l'	DET	le
était	AUX	être
par	ADP	par
et	CCONJ	et
qu'	PRON	qu'
la	DET	le
fenêtre	NOUN	fenêtre
en	ADP	en
Depuis	ADP	depuis
elle	PRON	lui
depuis	ADP	depuis
ce	PRON	ce
de	ADP	de
à	ADP	à
rejaillissaient	ADV	rejaillissaient
fouets	NOUN	fouet
après-midi	NOUN	après-midi
comme	ADP	comme
arrêt	NOUN	arrêt
et	CCONJ	et
avait	AUX	avoir
de	ADP	de
pénombre	NOUN	pénombre
de	ADP	de
collines	NOUN	colline
prévenue	VERB	prévenir
Des	DET	un
Quelle	ADJ	quell
carreaux	NOUN	carreau
le	DET	le
avait	AUX	avoir
,	PUNCT	,
les	DET	le
désolées	VERB	désoler
Elle	PRON	lui
Ferry	PROPN	Ferry
cinglaient	ADV	cinglaient
.	PUNCT	.
-elle	PRON	lui
eue	VERB	avoir
idée	NOUN	idée
en	ADP	en
en	ADP	en
?	PUNCT	?
rafales	NOUN	rafale
l'	DET	le
trombes	NOUN	trombe
pluie	NOUN	pluie
venir	VERB	venir
des	DET	un
.	PUNCT	.
dans	ADP	dans
cascades	VERB	cascader
les	DET	le
du	ADP	de
dans	ADP	dans
la	DET	le
dévalaient	VERB	dévaler
Connel	PROPN	Connel
vent	NOUN	vent
été	AUX	être
hurlement	NOUN	hurlement
mademoiselle	ADJ	mademoisell
.	PUNCT	.
billet	NOUN	billet
,	PUNCT	,
Highlands	NOUN	highland
à	ADP	à
pourtant	ADV	pourtant
son	DET	son
n'	ADV	n'
du	ADP	de
va	VERB	aller
dans	ADP	dans
britannique	ADJ	britannique
vais	VERB	aller
l'	DET	le
l'	DET	le
,	PUNCT	,
,	PUNCT	,
en	ADP	en
lui	PRON	lui
locations	NOUN	location
et	CCONJ	et
Je	PRON	je
entendait	VERB	entendre
des	ADP	de
encore	ADV	encore
hiver	VERB	hiver
,	PUNCT	,
Ouest	PROPN	Ouest
de	ADP	de
:	PUNCT	:
—	PUNCT	—
employé	NOUN	employé
les	DET	le
sa	DET	son
guichet	NOUN	guichet
.	PUNCT	.
Londres	PROPN	Londres
de	ADP	de
sentencieuse	ADJ	sentencieux
—	PUNCT	—
voix	NOUN	voix
lui	PRON	lui
Personne	PROPN	Personne
ne	ADV	ne
dire	VERB	dire
Elle	PRON	lui
tendant	VERB	tendre
y	PRON	y
en	ADP	en
Oui	PROPN	Oui
pour	ADP	pour
ci	PRON	ci
.	PUNCT	.
,	PUNCT	,
pour	ADP	pour
pas	ADV	pas
-	NOUN	-
-vous	PRON	vous
-elle	PRON	lui
Excusez	ADP	excusez
mon	DET	mon
un	DET	un
allée	VERB	aller
lui	PRON	lui
vous	PRON	vous
mais	CCONJ	mais
désagréable	ADJ	désagréable
américaine	ADJ	américain
—	PUNCT	—
,	PUNCT	,
endroit	NOUN	endroit
Etes	PROPN	Etes
plaisir	NOUN	plaisir
timidement	ADV	timidement
,	PUNCT	,
?	PUNCT	?
—	PUNCT	—
êtes	AUX	être
?	PUNCT	?
de	ADP	de
—	PUNCT	—
avait	VERB	avoir
indiscrétion	NOUN	indiscrétion
C'	PRON	ce
répondu	NOUN	répondu
.	PUNCT	.
travailler	VERB	travailler
mais	CCONJ	mais
très	ADV	très
l'	DET	le
est	AUX	être
cette	DET	ce
année	NOUN	année
.	PUNCT	.
Vraiment	NOUN	vraiment
mon	DET	mon
époque	NOUN	époque
déjà	ADV	déjà
à	ADP	à
à	ADP	à
Ecosse	PROPN	Ecosse
le	DET	le
—	PUNCT	—
,	PUNCT	,
jamais	ADV	jamais
en	ADP	en
En	ADP	en
Il	PRON	il
Highlands	NOUN	highland
était	AUX	être
sentie	NOUN	sentie
les	PRON	le
vrai	ADJ	vrai
dans	ADP	dans
plus	ADV	plus
,	PUNCT	,
plus	ADV	plus
que	SCONJ	que
Quel	DET	quel
Non	ADV	non
voir	VERB	voir
.	PUNCT	.
mademoiselle	ADJ	mademoisell
—	PUNCT	—
...	PUNCT	...
jamais	ADV	jamais
quant	ADV	quant
indécise	ADJ	indécis
.	PUNCT	.
quittant	NOUN	quittant
avenir	NOUN	avenir
les	DET	le
malheureuse	ADJ	malheureux
Vous	PRON	vous
?	PUNCT	?
son	DET	son
.	PUNCT	.
et	CCONJ	et
au	ADP	au
,	PUNCT	,
allez	VERB	aller
moment	NOUN	moment
elle	PRON	lui
s'	PRON	se
dommage	NOUN	dommage
,	PUNCT	,
.	PUNCT	.
est	VERB	être
mauvais	ADJ	mauvais
de	ADP	de
elle	PRON	lui
mois	NOUN	mois
Angleterre	PROPN	Angleterre
,	PUNCT	,
perdue	VERB	perdre
qu'	SCONJ	que
trois	NUM	trois
visiter	VERB	visiter
elle	PRON	lui
accompagnait	VERB	accompagner
son	DET	son
sou	NOUN	sou
le	DET	le
imaginé	VERB	imaginer
dessinateur	NOUN	dessinateur
jour	NOUN	jour
était	AUX	être
réalisait	VERB	réaliser
,	PUNCT	,
un	DET	un
.	PUNCT	.
:	PUNCT	:
avait	AUX	avoir
retrouverait	VERB	retrouver
jamais	ADV	jamais
le	DET	le
rêve	NOUN	rêve
qui	PRON	qui
et	CCONJ	et
plus	ADV	plus
vie	NOUN	vie
qu'	SCONJ	que
père	NOUN	père
sans	ADP	sans
se	PRON	se
sa	DET	son
en	ADP	en
un	DET	un
Elle	PRON	lui
tôt	ADV	tôt
le	DET	le
en	ADP	en
.	PUNCT	.
Elle	PRON	lui
seule	ADJ	seul
n'	ADV	n'
Grande-Bretagne	PROPN	Grande-Bretagne
Londres	ADJ	londre
venue	VERB	venir
une	DET	un
de	ADP	de
Lane	PROPN	Lane
ils	PRON	il
Et	CCONJ	et
grand-chose	NOUN	grand-chose
carnet	NOUN	carnet
Harper	PROPN	Harper
Hester	PROPN	Hester
Ils	PRON	il
très	ADV	très
bien	ADV	bien
très	ADV	très
avait	AUX	avoir
main	NOUN	main
son	DET	son
pas	ADV	pas
car	CCONJ	car
avait	AUX	avoir
n'	ADV	n'
avec	ADP	avec
riches	ADJ	riche
,	PUNCT	,
à	ADP	à
arrivés	VERB	arriver
la	DET	le
succombé	ADJ	succombé
à	ADP	à
père	NOUN	père
d'	ADP	de
ne	ADV	ne
cardiaque	ADJ	cardiaque
.	PUNCT	.
.	PUNCT	.
ailleurs	ADV	ailleurs
étaient	AUX	être
crise	NOUN	crise
;	PUNCT	;
quand	SCONJ	quand
,	PUNCT	,
se	PRON	se
jamais	ADV	jamais
production	NOUN	production
vendait	VERB	vendre
pas	ADV	pas
étaient	AUX	être
croquis	NOUN	croquis
de	ADP	de
n'	ADV	n'
la	DET	le
Cape	PROPN	Cape
d'	DET	d'
,	PUNCT	,
billets	NOUN	billet
ils	PRON	il
vendre	VERB	vendre
eu	VERB	avoir
Amérique	PROPN	Amérique
n'	ADV	n'
les	DET	le
les	DET	le
Etats-Unis	PROPN	Etats-Unis
qu'	SCONJ	que
pas	ADV	pas
pour	ADP	pour
vendu	VERB	vendre
de	ADP	de
possédaient	VERB	posséder
petite	ADJ	petit
de	ADP	de
que	ADV	que
ils	PRON	il
Elle	PRON	lui
solution	NOUN	solution
,	PUNCT	,
,	PUNCT	,
maison	NOUN	maison
de	ADP	de
leur	DET	leur
.	PUNCT	.
et	CCONJ	et
.	PUNCT	.
payer	VERB	payer
,	PUNCT	,
Elle	PRON	lui
funérailles	NOUN	funéraille
Cod	PROPN	Cod
leurs	DET	leur
avaient	AUX	avoir
ne	ADV	ne
avant	ADP	avant
savait	VERB	savoir
économie	NOUN	économie
de	ADP	de
quitter	VERB	quitter
retour	NOUN	retour
autre	ADJ	autre
en	ADP	en
avait	VERB	avoir
aucune	DET	aucun
.	PUNCT	.
famille	NOUN	famille
toute	ADJ	tout
s'	PRON	se
amis	NOUN	ami
Cette	DET	ce
de	DET	de
trouvait	VERB	trouver
du	ADP	de
vers	ADP	vers
étranger	VERB	étranger
,	PUNCT	,
jour	NOUN	jour
,	PUNCT	,
d'	DET	d'
sans	ADP	sans
.	PUNCT	.
enterrement	NOUN	enterrement
et	CCONJ	et
était	AUX	être
tourner	VERB	tourner
de	ADP	de
sortie	NOUN	sortie
et	CCONJ	et
se	PRON	se
pas	ADV	pas
sans	ADP	sans
ressources	NOUN	ressource
travail	NOUN	travail
à	ADP	à
seule	ADJ	seul
sa	DET	son
amis	NOUN	ami
sans	ADP	sans
elle	PRON	lui
qui	PRON	qui
A	AUX	avoir
réalité	NOUN	réalité
,	PUNCT	,
l'	DET	le
dans	ADP	dans
le	DET	le
elle	PRON	lui
un	DET	un
pays	NOUN	pays
imposée	VERB	imposer
,	PUNCT	,
se	PRON	se
lycée	NOUN	lycée
;	PUNCT	;
cours	NOUN	cours
mère	NOUN	mère
.	PUNCT	.
père	NOUN	père
lessive	NOUN	lessive
de	ADP	de
sa	DET	son
travail	NOUN	travail
lycée	NOUN	lycée
était	AUX	être
cuisine	NOUN	cuisine
,	PUNCT	,
pas	ADV	pas
permettaient	ADV	permettaient
elle	PRON	lui
la	DET	le
maison	NOUN	maison
occasion	NOUN	occasion
,	PUNCT	,
.	PUNCT	.
la	DET	le
eu	VERB	avoir
du	ADP	de
morte	ADV	morte
de	ADP	de
,	PUNCT	,
et	CCONJ	et
les	DET	le
couture	NOUN	couture
n'	ADV	n'
Elle	PRON	lui
dactylographie	NOUN	dactylographie
s'	PRON	se
la	DET	le
avait	VERB	avoir
occupée	ADJ	occupé
de	ADP	de
son	DET	son
et	CCONJ	et
l'	DET	le
savait	VERB	savoir
donc	ADV	donc
chercher	VERB	chercher
faire	VERB	faire
la	DET	le
Elle	PRON	lui
étant	AUX	être
du	ADP	de
lui	PRON	lui
de	ADP	de
son	DET	son
se	PRON	se
sans	ADP	sans
laquelle	PRON	lequel
son	DET	son
comptabilité	NOUN	comptabilité
de	ADP	de
,	PUNCT	,
réveillée	VERB	réveiller
père	NOUN	père
aimait	VERB	aimer
et	CCONJ	et
.	PUNCT	.
elle	PRON	lui
de	ADP	de
,	PUNCT	,
sa	DET	son
fille	NOUN	fille
cela	PRON	cela
était	AUX	être
tenir	VERB	tenir
Cette	DET	ce
Brusquement	PROPN	Brusquement
du	ADP	de
de	ADP	de
courrier	NOUN	courrier
suffisait	VERB	suffire
à	ADP	à
et	CCONJ	et
ailleurs	ADV	ailleurs
grande	ADJ	grand
.	PUNCT	.
son	DET	son
admirait	VERB	admirer
très	ADV	très
et	CCONJ	et
bonheur	NOUN	bonheur
,	PUNCT	,
père	NOUN	père
jeune	ADJ	jeune
ambition	NOUN	ambition
succincte	ADJ	succinct
et	CCONJ	et
personnelle	ADJ	personnel
,	PUNCT	,
d'	ADP	de
charger	VERB	charger
pâle	NOUN	pâle
,	PUNCT	,
mince	NOUN	mince
;	PUNCT	;
rendait	VERB	rendre
sans	ADP	sans
vingt-six	ADJ	vingt-six
par	ADP	par
timide	VERB	timide
se	PRON	se
dépensée	VERB	dépenser
tout	PRON	tout
était	AUX	être
trouver	VERB	trouver
un	DET	un
dans	ADP	dans
machines	NOUN	machine
qu'	SCONJ	que
entremise	NOUN	entremise
fille	NOUN	fille
.	PUNCT	.
bureaux	NOUN	bureau
ans	NOUN	an
vieille	ADJ	vieux
la	DET	le
ignorait	VERB	ignorer
à	ADP	à
une	DET	un
présent	NOUN	présent
de	ADP	de
placement	NOUN	placement
de	ADP	de
sans	ADP	sans
compter	VERB	compter
elle	PRON	lui
elle	PRON	lui
travail	NOUN	travail
aucun	DET	aucun
devenue	VERB	devenir
mais	CCONJ	mais
de	ADP	de
l'	DET	le
vie	NOUN	vie
pour	ADP	pour
but	NOUN	but
s'	PRON	se
essayer	VERB	essayer
de	ADP	de
,	PUNCT	,
compte	NOUN	compte
était	AUX	être
des	ADP	de
Elle	PRON	lui
,	PUNCT	,
et	CCONJ	et
brumeux	ADJ	brumeux
pouvait	VERB	pouvoir
qu'	SCONJ	que
elle	PRON	lui
modernes	ADJ	moderne
après-midi	NOUN	après-midi
annonce	NOUN	annonce
employées	NOUN	employé
le	DET	le
petit	ADJ	petit
un	DET	un
le	DET	le
préférer	VERB	préférer
et	CCONJ	et
dont	PRON	dont
novembre	NOUN	novembre
père	NOUN	père
les	PRON	le
ce	PRON	ce
jour	NOUN	jour
l'	DET	le
patrons	NOUN	patron
,	PUNCT	,
semblaient	VERB	sembler
avaient	AUX	avoir
partagé	VERB	partager
son	DET	son
.	PUNCT	.
et	CCONJ	et
vit	VERB	voir
les	DET	le
logement	NOUN	logement
Et	CCONJ	et
britanniques	ADJ	britannique
elle	PRON	lui
ne	ADV	ne
elle	PRON	lui
de	ADP	de
triste	ADJ	triste
,	PUNCT	,
par	ADP	par
,	PUNCT	,
dans	ADP	dans
blâmer	VERB	blâmer
les	DET	le
un	DET	un
dans	ADP	dans
,	PUNCT	,
,	PUNCT	,
.	PUNCT	.
numéro	NOUN	numéro
exigée	VERB	exiger
d'	ADP	de
.	PUNCT	.
Times	PROPN	Times
le	DET	le
sa	DET	son
pour	ADP	pour
révéla	VERB	révéler
être	AUX	être
dans	ADP	dans
surprise	NOUN	surprise
jeune	ADJ	jeune
club	NOUN	club
secrétariat	NOUN	secrétariat
.	PUNCT	.
,	PUNCT	,
pour	ADP	pour
de	ADP	de
les	DET	le
à	ADP	à
Particulier	ADJ	particulier
travaux	NOUN	travail
recherche	NOUN	recherche
le	DET	le
Vallorum	NOUN	vallorum
respectable	ADJ	respectable
en	ADP	en
indiqué	VERB	indiquer
,	PUNCT	,
femme	NOUN	femme
celui	VERB	celui
Ecosse	PROPN	Ecosse
petits	ADJ	petit
où	PRON	où
Disponibilité	NOUN	disponibilité
un	DET	un
Highlands	NOUN	highland
,	PUNCT	,
,	PUNCT	,
Elle	PRON	lui
qui	PRON	qui
se	PRON	se
déplacement	ADV	déplacement
«	NOUN	«
appela	VERB	appeler
grande	ADJ	grand
»	PUNCT	»
hésitation	NOUN	hésitation
on	PRON	on
dit	VERB	dire
lui	PRON	lui
accent	NOUN	accent
où	PRON	où
,	PUNCT	,
,	PUNCT	,
son	DET	son
de	ADP	de
agréable	ADJ	agréable
avec	ADP	avec
Haversham	PROPN	Haversham
et	CCONJ	et
au	ADP	au
Oxford	PROPN	Oxford
et	CCONJ	et
Haversham	PROPN	Haversham
Elle	PRON	lui
passa	VERB	passer
,	PUNCT	,
.	PUNCT	.
de	ADP	de
être	AUX	être
annonce	NOUN	annonce
parfaitement	ADV	parfaitement
expliqua	VERB	expliquer
avec	ADP	avec
.	PUNCT	.
un	DET	un
une	DET	un
raison	NOUN	raison
courant	NOUN	courant
l'	DET	le
certain	ADJ	certain
l'	DET	le
la	DET	le
on	PRON	on
d'	ADP	de
—	PUNCT	—
voix	NOUN	voix
M.	NOUN	m.
l'	DET	le
douce	VERB	douce
et	CCONJ	et
immédiatement	ADV	immédiatement
semblait	VERB	sembler
appareil	NOUN	appareil
appel	NOUN	appel
à	ADP	à
lui	PRON	lui
Haversham	PROPN	Haversham
,	PUNCT	,
expliqua	VERB	expliquer
à	ADP	à
,	PUNCT	,
M.	NOUN	m.
féminin	ADJ	féminin
acquiesça	VERB	acquiescer
pour	ADP	pour
chercher	VERB	chercher
chez	ADP	chez
n'	ADV	n'
et	CCONJ	et
se	PRON	se
heures	NOUN	heure
Malheureusement	ADV	malheureusement
d'	DET	d'
,	PUNCT	,
-t	PART	-t
.	PUNCT	.
accueillait	VERB	accueillir
Hester	VERB	hester
qu'	SCONJ	que
dîner	NOUN	dîner
ils	PRON	il
si	SCONJ	si
cela	PRON	cela
trente	NUM	trente
,	PUNCT	,
mais	CCONJ	mais
.	PUNCT	.
retrouvent	VERB	retrouver
elle	PRON	lui
son	DET	son
le	DET	le
convenait	VERB	convenir
lui	PRON	lui
sept	NUM	sept
pas	ADV	pas
il	PRON	il
club	NOUN	club
de	ADP	de
passerait	VERB	passer
la	PRON	le
-il	PRON	il
proposa	VERB	proposer
sexe	NOUN	sexe
,	PUNCT	,
invités	NOUN	invité
)	PUNCT	)
à	ADP	à
et	CCONJ	et
grand	ADJ	grand
son	DET	son
un	DET	un
,	PUNCT	,
impeccable	ADJ	impeccable
Christ	PROPN	Christ
elle	PRON	lui
elle	PRON	lui
reconnut	VERB	reconnaître
agréables	ADJ	agréable
church	PROPN	church
précises	NOUN	précise
avait	VERB	avoir
à	ADP	à
d'	ADP	de
contacts	NOUN	contact
,	PUNCT	,
porte	VERB	porte
,	PUNCT	,
de	ADP	de
heures	NOUN	heure
la	DET	le
trente	NUM	trente
à	ADP	à
Oxford	PROPN	Oxford
des	DET	un
,	PUNCT	,
portant	VERB	porter
étant	AUX	être
,	PUNCT	,
(	PUNCT	(
aux	ADP	à
ouvrit	VERB	ouvrir
comme	ADP	comme
homme	NOUN	homme
père	NOUN	père
vêtu	VERB	vêtir
une	DET	un
traits	NOUN	trait
costume	NOUN	costume
cravate	NOUN	cravate
qu'	PRON	qu'
jeune	ADJ	jeune
sept	NUM	sept
sombre	NOUN	sombre
-	PROPN	-
un	DET	un
!	PUNCT	!
—	PUNCT	—
avoir	AUX	avoir
et	CCONJ	et
espère	VERB	espérer
accent	NOUN	accent
.	PUNCT	.
d'	ADP	de
une	DET	un
-il	PRON	il
dîner	VERB	dîner
.	PUNCT	.
vraiment	ADV	vraiment
chez	ADP	chez
lui	PRON	lui
vous	PRON	vous
son	DET	son
fait	NOUN	fait
la	DET	le
légèrement	ADV	légèrement
avec	ADP	avec
tout	ADV	tout
réservé	VERB	réserver
Lane	PROPN	Lane
souriant	VERB	sourire
?	PUNCT	?
cuisine	NOUN	cuisine
italienne	ADJ	italien
aimez	VERB	aimer
.	PUNCT	.
accepté	VERB	accepter
ai	AUX	avoir
dit	VERB	dire
J'	PRON	je
C'	PRON	ce
en	ADP	en
J'	PRON	je
plaisant	VERB	plaire
que	SCONJ	que
à	ADP	à
mon	DET	mon
est	AUX	être
à	ADP	à
invitation	NOUN	invitation
à	ADP	à
affecté	ADJ	affecté
Mademoiselle	PROPN	Mademoiselle
vous	PRON	vous
table	NOUN	table
aimable	ADJ	aimable
Il	PRON	il
.	PUNCT	.
on	PRON	on
l'	DET	le
fait	NOUN	fait
faune	NOUN	faune
Ligio	PROPN	Ligio
,	PUNCT	,
monter	VERB	monter
là	ADV	là
parler	VERB	parler
.	PUNCT	.
à	ADP	à
son	DET	son
a	VERB	avoir
je	PRON	je
cette	DET	ce
,	PUNCT	,
Keith	PROPN	Keith
on	PRON	on
toute	ADJ	tout
la	DET	le
à	ADP	à
n'	ADV	n'
bas	NOUN	bas
y	PRON	y
