rien	PRON	rien
An	NOUN	an
être	AUX	être
?	PUNCT	?
il	PRON	il
.	PUNCT	.
I	ADJ	i
faut	VERB	falloir
avait	VERB	avoir
Oiseaux	NOUN	oiseau
être	AUX	être
bon	ADJ	bon
il	PRON	il
dix	NUM	dix
couvent	NOUN	couvent
semble	VERB	semble
Sèvres	PROPN	Sèvres
était	AUX	être
Lui	PRON	lui
Grands	ADJ	grand
de	ADP	de
ne	ADV	ne
Il	PRON	il
Prison	NOUN	prison
rue	NOUN	rue
du	ADP	de
ne	ADV	ne
faisait	VERB	faire
.	PUNCT	.
,	PUNCT	,
un	DET	un
.	PUNCT	.
des	ADP	de
,	PUNCT	,
non	ADV	non
,	PUNCT	,
lentement	ADV	lentement
Bon	ADJ	bon
me	PRON	me
l'	PRON	l'
peu	ADV	peu
,	PUNCT	,
.	PUNCT	.
lent	ADV	lent
pour	ADP	pour
dieux	ADJ	dieux
IL	PRON	il
Il	PRON	il
toujours	ADV	toujours
pas	ADV	pas
,	PUNCT	,
au	ADP	au
une	DET	un
façon	NOUN	façon
.	PUNCT	.
à	ADP	à
fers	NOUN	fer
incluent	VERB	inclure
la	DET	le
prodigue	VERB	prodigue
Tendre	VERB	tendre
?	PUNCT	?
moraliste	NOUN	moraliste
.	PUNCT	.
il	PRON	il
une	DET	un
magnifique	ADJ	magnifique
traits	NOUN	trait
,	PUNCT	,
d'	ADP	de
;	PUNCT	;
:	PUNCT	:
de	ADP	de
.	PUNCT	.
fastueux	ADJ	fastueux
Mais	CCONJ	mais
comment	ADV	comment
dire	VERB	dire
manière	NOUN	manière
et	CCONJ	et
forme	NOUN	forme
entrait	VERB	entrer
était	AUX	être
Parfois	ADV	parfois
non	ADV	non
,	PUNCT	,
où	PRON	où
sa	DET	son
D'	ADP	de
tous	ADJ	tout
de	ADP	de
de	ADP	de
caractère	NOUN	caractère
générosité	NOUN	générosité
.	PUNCT	.
esthète	NOUN	esthète
feu	NOUN	feu
qui	PRON	qui
cruauté	NOUN	cruauté
de	ADP	de
on	PRON	on
?	PUNCT	?
avec	ADP	avec
n'	ADV	n'
L'	DET	le
moment	NOUN	moment
Cruel	ADJ	cruel
qu'	SCONJ	que
armes	NOUN	arme
après	ADP	après
je	PRON	je
pense	VERB	pense
.	PUNCT	.
et	CCONJ	et
savait	VERB	savoir
ne	ADV	ne
le	DET	le
Pas	ADV	pas
qu'	SCONJ	que
avait	AUX	avoir
sur	ADP	sur
Amical	PROPN	Amical
les	DET	le
ne	ADV	ne
:	PUNCT	:
le	PRON	le
après	ADP	après
qu'	SCONJ	que
survient	VERB	survenir
que	SCONJ	que
aucune	DET	aucun
posé	VERB	poser
qu'	ADV	qu'
.	PUNCT	.
la	DET	le
coup	NOUN	coup
a	AUX	avoir
on	PRON	on
amitié	NOUN	amitié
?	PUNCT	?
autre	ADJ	autre
tendresse	NOUN	tendresse
avec	ADP	avec
femme	NOUN	femme
,	PUNCT	,
vu	VERB	voir
On	PRON	on
moi	PRON	moi
;	PUNCT	;
plus	ADV	plus
.	PUNCT	.
,	PUNCT	,
en	PRON	en
lui	PRON	lui
les	DET	le
affronter	VERB	affronter
si	SCONJ	si
j'	PRON	je
ne	ADV	ne
n'	ADV	n'
feu	NOUN	feu
.	PUNCT	.
baissé	VERB	baisser
craignait	VERB	craindre
jamais	ADV	jamais
,	PUNCT	,
l'	PRON	l'
devant	ADP	devant
était	AUX	être
de	ADP	de
à	ADP	à
la	DET	le
il	PRON	il
moi	PRON	moi
songé	VERB	songer
,	PUNCT	,
autre	ADJ	autre
chose	NOUN	chose
c'	PRON	ce
vie	NOUN	vie
mettrais	VERB	mettre
doute	NOUN	doute
je	PRON	je
Avec	ADP	avec
n'	ADV	n'
ai	AUX	avoir
Sans	ADP	sans
,	PUNCT	,
hommes	NOUN	homme
garde	NOUN	garde
ma	DET	mon
a	VERB	avoir
femme	NOUN	femme
main	NOUN	main
au	ADP	au
sa	DET	son
pour	ADP	pour
,	PUNCT	,
les	DET	le
une	DET	un
.	PUNCT	.
.	PUNCT	.
.	PUNCT	.
il	PRON	il
quelqu'	DET	quelque
aimé	VERB	aimer
pas	ADV	pas
amitié	NOUN	amitié
passions	NOUN	passion
nombre	NOUN	nombre
;	PUNCT	;
c'	PRON	ce
quelque	DET	quelque
des	ADP	de
amis	NOUN	ami
qui	PRON	qui
était	AUX	être
l'	DET	le
gardait	VERB	garder
devait	VERB	devoir
en	PRON	en
chose	NOUN	chose
des	DET	un
avait	VERB	avoir
Il	PRON	il
des	DET	un
des	DET	un
sentiments	NOUN	sentiment
se	PRON	se
avoir	VERB	avoir
Je	PRON	je
avait	VERB	avoir
en	ADP	en
était	AUX	être
pour	ADP	pour
.	PUNCT	.
Il	PRON	il
,	PUNCT	,
un	PRON	un
de	ADP	de
dischose	VERB	dischose
eux	PRON	lui
de	ADP	de
et	CCONJ	et
nonsentiment	ADJ	nonsentiment
bien	ADV	bien
Il	PRON	il
l'	DET	le
et	CCONJ	et
ordre	NOUN	ordre
détestait	VERB	détester
.	PUNCT	.
et	CCONJ	et
Fidèle	ADV	fidèle
,	PUNCT	,
dit	VERB	dire
convictions	NOUN	conviction
,	PUNCT	,
et	CCONJ	et
pas	ADV	pas
vu	NOUN	vu
,	PUNCT	,
de	ADP	de
contre	ADP	contre
,	PUNCT	,
forme	NOUN	forme
a	AUX	avoir
ne	ADV	ne
hypocrisie	NOUN	hypocrisie
?	PUNCT	?
on	PRON	on
l'	DET	le
,	PUNCT	,
intérêts	NOUN	intérêt
qu'	SCONJ	que
aussi	ADV	aussi
.	PUNCT	.
Il	PRON	il
d'	ADP	de
crois	VERB	croire
qu'	SCONJ	que
effort	NOUN	effort
mais	CCONJ	mais
même	ADV	même
que	SCONJ	que
tant	ADV	tant
l'	DET	le
.	PUNCT	.
une	DET	un
être	AUX	être
il	PRON	il
Vidée	PROPN	Vidée
effleurait	VERB	effleurer
y	PRON	y
eût	ADP	eût
Je	PRON	je
Des	DET	un
pas	ADV	pas
aller	VERB	aller
l'	PRON	l'
mettait	VERB	mettre
plaisir	NOUN	plaisir
travaillait	VERB	travailler
à	ADP	à
à	ADP	à
énergie	NOUN	énergie
son	DET	son
ne	ADV	ne
que	SCONJ	que
,	PUNCT	,
,	PUNCT	,
pas	ADV	pas
ce	PRON	ce
oui	NOUN	oui
au	ADP	au
régulières	ADJ	régulier
une	DET	un
pas	ADV	pas
Il	PRON	il
la	DET	le
avec	ADP	avec
n'	ADV	n'
parce	SCONJ	parce
Personne	ADJ	personn
travaillait	VERB	travailler
,	PUNCT	,
s'	PRON	se
y	PRON	y
.	PUNCT	.
.	PUNCT	.
jamais	ADV	jamais
et	CCONJ	et
demeurant	NOUN	demeurant
davantage	ADV	davantage
Attendez	ADV	attendez
ne	ADV	ne
quand	SCONJ	quand
comparable	ADJ	comparable
heures	NOUN	heure
est	AUX	être
la	DET	le
,	PUNCT	,
.	PUNCT	.
journée	NOUN	journée
entière	ADJ	entier
sienne	NOUN	sienne
.	PUNCT	.
Il	PRON	il
—	NOUN	—
contradictoire	ADJ	contradictoire
fréquenter	VERB	fréquenter
cela	PRON	cela
.	PUNCT	.
.	PUNCT	.
que	SCONJ	que
.	PUNCT	.
,	PUNCT	,
juste	ADV	juste
qu'	SCONJ	que
Autant	ADV	autant
de	ADP	de
la	DET	le
dit	VERB	dire
garda	VERB	garder
Intelligent	VERB	intelliger
on	PRON	on
possible	ADJ	possible
.	PUNCT	.
de	ADP	de
Pénétrant	ADJ	pénétrant
est	AUX	être
:	PUNCT	:
et	CCONJ	et
amusait	NOUN	amusait
il	PRON	il
.	PUNCT	.
perdre	VERB	perdre
à	ADP	à
risque	VERB	risque
D'	ADP	de
Avec	ADP	avec
princes	NOUN	prince
?	PUNCT	?
réalité	NOUN	réalité
aucuns	NOUN	aucun
qu'	SCONJ	que
les	DET	le
Rapide	NOUN	rapide
l'	DET	le
génial	ADJ	génial
un	DET	un
ont	AUX	avoir
.	PUNCT	.
grand	ADJ	grand
amour	NOUN	amour
.	PUNCT	.
l'	PRON	l'
Tombant	VERB	tomber
il	PRON	il
Inspiré	PROPN	Inspiré
la	DET	le
.	PUNCT	.
que	SCONJ	que
d'	DET	d'
souci	NOUN	souci
jamais	ADV	jamais
toujours	ADV	toujours
admiration	NOUN	admiration
qu'	SCONJ	que
égal	ADJ	égal
autres	PRON	autre
et	CCONJ	et
Au	ADP	au
est	AUX	être
m'	PRON	me
ne	ADV	ne
ai	AUX	avoir
je	PRON	je
personne	ADJ	personn
admiration	NOUN	admiration
n'	ADV	n'
fond	NOUN	fond
lors	ADV	lors
tout	ADV	tout
Je	PRON	je
ceci	PRON	ceci
,	PUNCT	,
pour	ADP	pour
blesser	VERB	blesser
cet	DET	ce
pour	ADP	pour
dès	ADP	dès
était	AUX	être
le	DET	le
homme	NOUN	homme
.	PUNCT	.
rigueur	NOUN	rigueur
eu	VERB	avoir
de	ADP	de
,	PUNCT	,
l'	DET	le
.	PUNCT	.
ai	VERB	avoir
attention	NOUN	attention
aux	ADP	à
pour	ADP	pour
Mais	CCONJ	mais
d'	DET	d'
elle	PRON	lui
n'	ADV	n'
que	SCONJ	que
,	PUNCT	,
—	NOUN	—
rien	PRON	rien
n'	ADV	n'
en	PRON	en
gracieuse	VERB	gracieuse
yeux	NOUN	oeil
a	AUX	avoir
celui	PRON	celui
conquièrent	VERB	conquérir
;	PUNCT	;
voit	VERB	voir
.	PUNCT	.
pureté	NOUN	pureté
pas	ADV	pas
n'	ADV	n'
sourire	NOUN	sourire
admiration	NOUN	admiration
,	PUNCT	,
incarne	NOUN	incarne
à	ADP	à
vous	PRON	vous
pour	ADP	pour
l'	DET	le
la	DET	le
pour	ADP	pour
ce	PRON	ce
d'	DET	d'
qu'	SCONJ	que
toutes	DET	tout
nature	NOUN	nature
quand	ADP	quand
je	PRON	je
on	PRON	on
qui	PRON	qui
la	DET	le
sait	VERB	savoir
ai	VERB	avoir
son	DET	son
grâces	NOUN	grâce
la	PRON	le
dans	ADP	dans
qui	PRON	qui
se	PRON	se
mais	CCONJ	mais
et	CCONJ	et
ses	DET	son
fait	VERB	faire
,	PUNCT	,
finitude	NOUN	finitude
il	PRON	il
esprit	NOUN	esprit
,	PUNCT	,
entière	ADJ	entier
.	PUNCT	.
S'	SCONJ	s'
son	DET	son
rancoeur	NOUN	rancoeur
âme	NOUN	âme
l'	DET	le
assemblée	NOUN	assemblée
ou	CCONJ	ou
Beau	NOUN	beau
Dans	ADP	dans
chacun	PRON	chacun
ironique	ADJ	ironique
où	PRON	où
particulier	ADJ	particulier
bien	ADV	bien
,	PUNCT	,
certains	DET	certain
sa	DET	son
gai	DET	gai
Drôle	NOUN	drôle
?	PUNCT	?
à	ADP	à
sa	DET	son
en	ADP	en
,	PUNCT	,
semblait	VERB	sembler
à	ADP	à
l'	DET	le
tout	ADV	tout
à	ADP	à
.	PUNCT	.
et	CCONJ	et
Irrésistible	ADJ	irrésistible
et	CCONJ	et
soirs	NOUN	soir
capable	ADJ	capable
table	NOUN	table
invention	NOUN	invention
d'	ADP	de
arracher	VERB	arracher
souvent	ADV	souvent
était	AUX	être
de	ADP	de
.	PUNCT	.
l'	DET	le
.	PUNCT	.
Non	ADV	non
était	AUX	être
disait	VERB	dire
mal	ADV	mal
on	PRON	on
?	PUNCT	?
c'	PRON	ce
la	DET	le
pas	ADV	pas
laideur	NOUN	laideur
lui	PRON	lui
m'	PRON	me
fut	AUX	être
'	PUNCT	'
Il	PRON	il
moins	ADV	moins
.	PUNCT	.
voulu	VERB	vouloir
.	PUNCT	.
du	ADP	de
arrêtait	VERB	arrêter
de	ADP	de
il	PRON	il
,	PUNCT	,
n	PRON	n
l'	DET	le
interdire	NOUN	interdire
aurait	AUX	avoir
non	ADV	non
autre	ADJ	autre
amour	NOUN	amour
était	AUX	être
faisait	VERB	faire
plus	ADV	plus
beau	ADJ	beau
L'	DET	le
le	PRON	le
.	PUNCT	.
pas	ADV	pas
chose	NOUN	chose
ne	ADV	ne
Lui	NOUN	lui
:	PUNCT	:
la	DET	le
Ça	CCONJ	ça
,	PUNCT	,
,	PUNCT	,
beauté	NOUN	beauté
(	PUNCT	(
la	DET	le
unique	ADJ	unique
jour	NOUN	jour
,	PUNCT	,
j'	PRON	je
le	DET	le
son	DET	son
un	DET	un
c'	PRON	ce
eut	VERB	avoir
sans	ADP	sans
savoir	VERB	savoir
connût	NOUN	connût
un	DET	un
il	PRON	il
—	PROPN	—
et	CCONJ	et
Monsieur	NOUN	Monsieur
suis	AUX	être
les	DET	le
élégance	NOUN	élégance
.	PUNCT	.
que	SCONJ	que
,	PUNCT	,
l'	DET	le
s'	SCONJ	s'
coutumière	NOUN	coutumière
de	ADP	de
je	PRON	je
vertus	VERB	vertus
de	ADP	de
—	PROPN	—
en	PRON	en
qui	PRON	qui
qu'	SCONJ	que
;	PUNCT	;
chose	NOUN	chose
goût	NOUN	goût
étais	VERB	être
)	PUNCT	)
lui	PRON	lui
il	PRON	il
Boufflers	PROPN	Boufflers
devant	ADP	devant
moi	PRON	moi
seules	ADJ	seul
religion	NOUN	religion
dit	VERB	dire
étaitr	VERB	étaitr
de	ADP	de
:	PUNCT	:
sans	ADP	sans
la	DET	le
cela	PRON	cela
diable	NOUN	diable
-on	PRON	on
rouquin	NOUN	rouquin
était	AUX	être
sans	ADP	sans
vrai	ADJ	vrai
Il	PRON	il
séduisait	VERB	séduire
dit	VERB	dire
,	PUNCT	,
Il	PRON	il
et	CCONJ	et
-t	PART	-t
de	ADP	de
à	ADP	à
,	PUNCT	,
a	AUX	avoir
de	ADP	de
,	PUNCT	,
»	PUNCT	»
Mais	CCONJ	mais
.	PUNCT	.
son	DET	son
insu	NOUN	insu
non	ADV	non
n'	ADV	n'
séduction	NOUN	séduction
plaisir	NOUN	plaisir
est	VERB	être
en	ADP	en
a	AUX	avoir
.	PUNCT	.
à	ADP	à
dit	VERB	dire
,	PUNCT	,
monsieur	NOUN	Monsieur
faite	VERB	faire
rien	PRON	rien
.	PUNCT	.
homme	NOUN	homme
.	PUNCT	.
on	PRON	on
beauté	NOUN	beauté
C'	PRON	ce
cesse	NOUN	cesse
Choiseul	PROPN	Choiseul
traits	NOUN	trait
tous	ADJ	tout
être	AUX	être
chevaux	NOUN	cheval
.	PUNCT	.
rois	NOUN	roi
et	CCONJ	et
dois	VERB	devoir
se	PRON	se
,	PUNCT	,
l'	PRON	l'
était	AUX	être
nourrices	NOUN	nourrice
en	ADP	en
ils	PRON	il
rassemblait	VERB	rassembler
,	PUNCT	,
,	PUNCT	,
sa	DET	son
,	PUNCT	,
valets	NOUN	valet
,	PUNCT	,
ordinaire	NOUN	ordinaire
quels	ADJ	quel
,	PUNCT	,
qu'	PRON	qu'
personne	NOUN	personne
des	ADP	de
en	ADP	en
,	PUNCT	,
confuse	ADJ	confus
d'	ADP	de
fussent	ADV	fussent
aucunement	ADV	aucunement
nourrissons	NOUN	nourrisson
dames	NOUN	dame
qui	PRON	qui
,	PUNCT	,
Il	PRON	il
prêtres	NOUN	prêtre
.	PUNCT	.
,	PUNCT	,
...	PUNCT	...
Il	PRON	il
ne	ADV	ne
chiens	NOUN	chien
,	PUNCT	,
Je	PRON	je
trouvent	VERB	trouver
régiments	NOUN	régiment
Dur	ADJ	dur
,	PUNCT	,
.	PUNCT	.
idée	NOUN	idée
froid	ADJ	froid
vérité	NOUN	vérité
plusieurs	DET	plusieurs
sceptique	ADJ	sceptique
Joueur	NOUN	joueur
.	PUNCT	.
cynique	ADJ	cynique
.	PUNCT	.
jamais	ADV	jamais
au	ADP	au
entendent	VERB	entendre
méprisant	ADJ	méprisant
la	DET	le
y	PRON	y
Pas	ADV	pas
la	DET	le
de	ADP	de
il	PRON	il
.	PUNCT	.
ne	ADV	ne
avait	AUX	avoir
s'	PRON	se
insensible	ADJ	insensible
.	PUNCT	.
.	PUNCT	.
haute	NOUN	haute
Il	PRON	il
oui	NOUN	oui
pas	ADV	pas
Mais	CCONJ	mais
,	PUNCT	,
Il	PRON	il
,	PUNCT	,
l'	DET	le
,	PUNCT	,
n'	ADV	n'
n'	ADV	n'
et	CCONJ	et
si	SCONJ	si
était	AUX	être
pas	ADV	pas
plus	ADV	plus
et	CCONJ	et
absolu	ADJ	absolu
,	PUNCT	,
eut	VERB	avoir
un	PRON	un
degré	VERB	degrer
une	DET	un
lui	PRON	lui
parle	VERB	parle
parler	VERB	parler
dernier	ADJ	dernier
découvre	VERB	découvrir
.	PUNCT	.
Dieu	PROPN	Dieu
que	SCONJ	que
je	PRON	je
pas	ADV	pas
ma	DET	mon
.	PUNCT	.
On	PRON	on
vous	PRON	vous
allons	VERB	aller
aime	VERB	aime
la	DET	le
pourrais	VERB	pouvoir
?	PUNCT	?
qualités	NOUN	qualité
Détaché	VERB	détacher
je	PRON	je
pourtant	ADV	pourtant
pas	ADV	pas
quelqu'	DET	quelque
n'	ADV	n'
entière	ADJ	entier
chose	NOUN	chose
ses	DET	son
Mon	DET	mon
vous	PRON	vous
.	PUNCT	.
,	PUNCT	,
pour	ADP	pour
de	ADP	de
.	PUNCT	.
Nous	PRON	nous
en	ADP	en
Pourquoi	ADV	pourquoi
.	PUNCT	.
même	ADJ	même
temps	NOUN	temps
nuit	NOUN	nuit
.	PUNCT	.
Je	PRON	je
Toute	ADJ	tout
mourir	VERB	mourir
épatants	ADJ	épatant
j'	PRON	je
de	ADP	de
ce	PRON	ce
pleins	NOUN	plein
clair	ADJ	clair
vie	NOUN	vie
Mémoires	NOUN	mémoire
bon	ADJ	bon
bien	ADV	bien
la	DET	le
hâte	NOUN	hâte
ai	AUX	avoir
duc	ADJ	duc
qui	PRON	qui
trous	NOUN	trou
est	AUX	être
de	ADP	de
de	ADP	de
qui	PRON	qui
qui	PRON	qui
aimé	VERB	aimer
quoi	PRON	quoi
vénéré	VERB	vénérer
ce	PRON	ce
ce	PRON	ce
redites	NOUN	redite
,	PUNCT	,
,	PUNCT	,
noble	ADJ	noble
Choiseul	PROPN	Choiseul
A	ADP	à
est	AUX	être
,	PUNCT	,
.	PUNCT	.
,	PUNCT	,
.	PUNCT	.
,	PUNCT	,
de	ADP	de
monsieur	NOUN	Monsieur
sont	AUX	être
J'	PRON	je
.	PUNCT	.
écrits	VERB	écrire
à	ADP	à
est	AUX	être
ai	AUX	avoir
Les	DET	le
être	AUX	être
Choiseul	PROPN	Choiseul
tout	DET	tout
c'	PRON	ce
exemple	NOUN	exemple
le	DET	le
sa	DET	son
sublime	NOUN	sublime
si	SCONJ	si
Un	DET	un
le	DET	le
Parfois	ADV	parfois
il	PRON	il
parle	VERB	parle
morgue	NOUN	morgue
de	ADP	de
relire	VERB	relire
.	PUNCT	.
au	ADP	au
comble	NOUN	comble
lignes	NOUN	ligne
sublime	ADJ	sublime
atteint	VERB	atteindre
à	ADP	à
sur	ADP	sur
pour	ADP	pour
négligé	NOUN	négligé
se	PRON	se
,	PUNCT	,
au	ADP	au
Dix	NUM	Dix
Choiseul	PROPN	Choiseul
,	PUNCT	,
,	PUNCT	,
?	PUNCT	?
de	ADP	de
,	PUNCT	,
ce	DET	ce
début	NOUN	début
—	PROPN	—
naissance	NOUN	naissance
son	DET	son
le	DET	le
la	DET	le
naturel	NOUN	naturel
paragraphe	NOUN	paragraphe
où	PRON	où
façon	NOUN	façon
est	AUX	être
.	PUNCT	.
ton	NOUN	ton
de	ADP	de
de	ADP	de
ennui	NOUN	ennui
qui	PRON	qui
?	PUNCT	?
...	PUNCT	...
me	PRON	me
l'	DET	le
pas	ADV	pas
L'	DET	le
.	PUNCT	.
Je	PRON	je
ne	ADV	ne
faut	VERB	falloir
m'	PRON	me
par	ADP	par
parlerai	VERB	parler
je	PRON	je
l'	DET	le
[	PUNCT	[
Allons	NOUN	allon
que	SCONJ	que
.	PUNCT	.
.	PUNCT	.
écrites	NOUN	écrite
voulez	VERB	vouloir
comme	ADP	comme
...	PUNCT	...
]	PUNCT	]
pas	ADV	pas
puisqu'	SCONJ	puisque
je	PRON	je
naissance	NOUN	naissance
obligation	NOUN	obligation
[	PUNCT	[
il	PRON	il
Vous	PRON	vous
ma	DET	mon
présente	VERB	présente
]	PUNCT	]
Si	SCONJ	si
suis	AUX	être
le	DET	le
ne	ADV	ne
.	PUNCT	.
«	PUNCT	«
,	PUNCT	,
,	PUNCT	,
sait	VERB	savoir
on	PRON	on
on	PRON	on
être	AUX	être
toujours	ADV	toujours
monde	NOUN	monde
.	PUNCT	.
matière	NOUN	matière
ce	DET	ce
a	AUX	avoir
le	DET	le
ni	CCONJ	ni
aussi	ADV	aussi
qui	PRON	qui
traitent	VERB	traiter
qui	PRON	qui
dignités	NOUN	dignité
était	AUX	être
Depuis	ADP	depuis
que	SCONJ	que
comme	ADP	comme
enfance	NOUN	enfance
J'	PRON	je
qui	PRON	qui
est	VERB	être
titres	NOUN	titre
que	SCONJ	que
que	SCONJ	que
j'	PRON	je
,	PUNCT	,
sans	ADP	sans
mon	DET	mon
absolument	ADV	absolument
,	PUNCT	,
des	ADP	de
gentilhomme	ADV	gentilhomme
cette	DET	ce
ma	DET	mon
ancien	ADJ	ancien
ébloui	NOUN	ébloui
soit1	NOUN	soit1
.	PUNCT	.
,	PUNCT	,
dans	ADP	dans
généalogie	NOUN	généalogie
de	ADP	de
les	DET	le
livres	NOUN	livre
ignore	VERB	ignore
dit	VERB	dire
tout	ADJ	tout
des	DET	un
celle	PRON	celui
monde	NOUN	monde
j'	PRON	je
inférieur	NOUN	inférieur
au-dessus	ADV	au-dessus
sont	AUX	être
maître	NOUN	maître
,	PUNCT	,
mon	DET	mon
a	AUX	avoir
et	CCONJ	et
ma	DET	mon
jeunesse	NOUN	jeunesse
le	DET	le
que	SCONJ	que
mon	DET	mon
comme	ADP	comme
mon	DET	mon
ou	CCONJ	ou
de	ADP	de
de	ADP	de
de	ADP	de
reste	NOUN	reste
On	PRON	on
regardé	VERB	regarder
sang	NOUN	sang
que	SCONJ	que
tout	ADJ	tout
le	DET	le
celles	PRON	celui
et	CCONJ	et
.	PUNCT	.
»	PUNCT	»
maître	NOUN	maître
se	PRON	se
que	SCONJ	que
le	DET	le
.	PUNCT	.
étaient	AUX	être
passées	VERB	passer
était	AUX	être
Mon	DET	mon
tout	ADJ	tout
égal	ADJ	égal
enfance	NOUN	enfance
et	CCONJ	et
moi	PRON	moi
ai	AUX	avoir
ou	CCONJ	ou
dit	VERB	dire
mon	DET	mon
exception	NOUN	exception
de	ADP	de
On	PRON	on
trente	NUM	trente
l'	DET	le
théâtre	NOUN	théâtre
monsieur	NOUN	Monsieur
.	PUNCT	.
sait	VERB	savoir
à	ADP	à
traiter	VERB	traiter
de	ADP	de
jusqu'	ADP	jusque
quoi	X	quoi
de	ADP	de
supérieur	ADJ	supérieur
du	ADP	de
comte	NOUN	comte
le	DET	le
ans	NOUN	an
méchants	NOUN	méchant
au	ADP	au
ne	ADV	ne
a	AUX	avoir
les	DET	le
servi	VERB	servir
caractère	NOUN	caractère
d'	ADP	de
et	CCONJ	et
duMéchant	VERB	dumécher
a	AUX	avoir
on	PRON	on
modèle	NOUN	modèle
méchant	VERB	mécher
de	ADP	de
tous	ADJ	tout
auquel	ADJ	auquel
depuis	ADP	depuis
esprit	NOUN	esprit
terrible	ADJ	terrible
tôt	ADV	tôt
Gresset	PROPN	Gresset
de	ADP	de
fait	VERB	faire
de	ADP	de
,	PUNCT	,
Choiseul	PROPN	Choiseul
Figaro	PROPN	Figaro
trop	ADV	trop
duMariage	ADJ	dumariag
.	PUNCT	.
—	PROPN	—
point	NOUN	point
bêta	NOUN	bêta
assurer	VERB	assurer
d'	ADP	de
reprocher	VERB	reprocher
quel	DET	quel
.	PUNCT	.
dira	VERB	dire
être	AUX	être
dur	ADJ	dur
est	AUX	être
méprisait	VERB	mépriser
,	PUNCT	,
il	PRON	il
ou	CCONJ	ou
Je	PRON	je
était	AUX	être
:	PUNCT	:
paresseux	NOUN	paresseux
gentil	VERB	gentil
mordant	VERB	mordre
l'	DET	le
un	DET	un
inverse	NOUN	inverse
pas	ADV	pas
méchant	ADJ	méchant
n'	ADV	n'
,	PUNCT	,
monsieur	NOUN	Monsieur
était	AUX	être
on	PRON	on
pour	ADP	pour
mais	CCONJ	mais
d'	ADP	de
Il	PRON	il
un	DET	un
qu'	SCONJ	que
.	PUNCT	.
de	ADP	de
il	PRON	il
assez	ADV	assez
Choiseul	PROPN	Choiseul
pouvait	VERB	pouvoir
oui	NOUN	oui
à	ADP	à
à	ADP	à
Il	PRON	il
sais	VERB	savoir
C'	PRON	ce
médiocre	NOUN	médiocre
voyez	VERB	voir
à	ADP	à
méchant	ADJ	méchant
pas	ADV	pas
le	DET	le
Vous	PRON	vous
.	PUNCT	.
ennui	NOUN	ennui
cela	PRON	cela
n'	ADV	n'
mettait	VERB	mettre
est	AUX	être
pas	ADV	pas
Choiseul	PROPN	Choiseul
pouvait	VERB	pouvoir
au-dessus	ADV	au-dessus
vingt	NUM	vingt
un	DET	un
ne	ADV	ne
son	DET	son
guerre	NOUN	guerre
ne	ADV	ne
Il	PRON	il
supportait	VERB	supporter
ans	NOUN	an
.	PUNCT	.
a	VERB	avoir
mot	NOUN	mot
:	PUNCT	:
la	DET	le
l'	DET	le
est	AUX	être
.	PUNCT	.
.	PUNCT	.
est	AUX	être
résister	VERB	résister
.	PUNCT	.
plaisir	NOUN	plaisir
rien	PRON	rien
Il	PRON	il
tout	PRON	tout
de	ADP	de
tout	DET	tout
bon	ADJ	bon
et	CCONJ	et
.	PUNCT	.
Il	PRON	il
de	ADP	de
Le	DET	le
en	ADP	en
Empe	PROPN	Empe
l'	DET	le
un	DET	un
Autriche	PROPN	Autriche
lieutenant	VERB	lieutener
l'	DET	le
petit	ADJ	petit
Infanterie2	ADJ	infanterie2
a	AUX	avoir
eu	VERB	avoir
plus	ADV	plus
Le	DET	le
Roi	PROPN	Roi
,	PUNCT	,
d'	ADP	de
.	PUNCT	.
deux	NUM	deux
occasion	NOUN	occasion
succession	NOUN	succession
en	ADP	en
mort	VERB	mourir
au	ADP	au
La	DET	le
régiment	NOUN	régiment
filles	NOUN	fille
.	PUNCT	.
outre	ADP	outre
une	DET	un
-	ADJ	-
est	AUX	être
-	NOUN	-
qu'	ADV	qu'
conflagration	NOUN	conflagration
.	PUNCT	.
fils	NOUN	fils
est	AUX	être
fils	NOUN	fils
Europe	PROPN	Europe
reur	NOUN	reur
de	ADP	de
VI	X	VI
,	PUNCT	,
n'	ADV	n'
d'	ADP	de
second	ADJ	second
,	PUNCT	,
.	PUNCT	.
Charles	PROPN	Charles
Sanction	PROPN	Sanction
a	AUX	avoir
L'	DET	le
à	ADP	à
temps	NOUN	temps
mort	NOUN	mort
père	NOUN	père
.	PUNCT	.
a	AUX	avoir
le	DET	le
pris	VERB	prendre
que	SCONJ	que
,	PUNCT	,
vingt	NUM	vingt
à	ADP	à
mettre	VERB	mettre
sa	DET	son
défaut	NOUN	défaut
