être	AUX	être
Sur	ADP	sur
,	PUNCT	,
on	PRON	on
Héol	PROPN	Héol
déjà	ADV	déjà
1	NUM	1
ciel	NOUN	ciel
même	ADV	même
,	PUNCT	,
le	DET	le
coucher	NOUN	coucher
était	AUX	être
membre	NOUN	membre
la	DET	le
effilochaient	VERB	effilocher
savait	VERB	savoir
Très	ADV	très
Le	DET	le
l'	PRON	l'
Conteur	NOUN	conteur
vif	VERB	vif
:	PUNCT	:
chemin	NOUN	chemin
le	DET	le
de	ADP	de
visiteur	NOUN	visiteur
devait	VERB	devoir
.	PUNCT	.
.	PUNCT	.
des	DET	un
familier	NOUN	familier
falaise	NOUN	falaise
d'	ADP	de
L'	DET	le
Talhael	PROPN	Talhael
un	DET	un
qu'	SCONJ	que
s'	PRON	se
.	PUNCT	.
nuages	NOUN	nuage
air	NOUN	air
dans	ADP	dans
enflammés	VERB	enflammer
par	ADP	par
attendait	VERB	attendre
le	DET	le
le	DET	le
le	DET	le
haut	ADJ	haut
si	SCONJ	si
une	DET	un
dernière	ADJ	dernier
.	PUNCT	.
était	AUX	être
un	DET	un
d'	ADP	de
La	DET	le
premières	ADJ	premier
osé	ADJ	oser
Voyons	PROPN	Voyons
,	PUNCT	,
filles	NOUN	fille
de	ADP	de
aurait	AUX	avoir
fameux	ADJ	fameux
d'	ADP	de
ami	NOUN	ami
où	PRON	où
Sans	ADP	sans
seuil	NOUN	seuil
ou	CCONJ	ou
les	DET	le
supérieure	ADJ	supérieur
le	DET	le
n'	ADV	n'
il	PRON	il
faisait	VERB	faire
été	AUX	être
une	DET	un
visite	NOUN	visite
que	SCONJ	que
pas	ADV	pas
c'	PRON	ce
de	ADP	de
franchir	VERB	franchir
chaud	NOUN	chaud
ermitage	NOUN	ermitage
ce	DET	ce
un	DET	un
remontait	VERB	remonter
ses	DET	son
autrefois	NOUN	autrefoi
à	ADP	à
...	PUNCT	...
doute	NOUN	doute
caste	NOUN	caste
.	PUNCT	.
vagues	ADJ	vague
d'	ADP	de
de	ADP	de
marée	NOUN	marée
fatigué	ADJ	fatigué
vieil	NOUN	vieux
droit	ADJ	droit
.	PUNCT	.
la	DET	le
pas	ADV	pas
de	ADP	de
sable	NOUN	sable
rivage	NOUN	rivage
et	CCONJ	et
allure	NOUN	allure
.	PUNCT	.
sur	ADP	sur
but	NOUN	but
plage	NOUN	plage
.	PUNCT	.
il	PRON	il
homme	NOUN	homme
la	DET	le
pour	ADP	pour
larves	NOUN	larve
s'	PRON	se
de	ADP	de
évaporaient	VERB	évaporer
s'	PRON	se
agissait	VERB	agir
quand	SCONJ	quand
pressa	VERB	presser
.	PUNCT	.
les	DET	le
le	DET	le
allait	VERB	aller
pas	ADV	pas
brûlant	ADJ	brûlant
déterrer	VERB	déterrer
Le	DET	le
au	ADP	au
autant	ADV	autant
Il	PRON	il
l'	DET	le
n'	ADV	n'
connaissait	VERB	connaître
le	DET	le
ne	ADV	ne
